TIC_ID,START_DATE,END_DATE,NUM_OBS
TIC_77951245,1438.1113180574966,1463.6962238231365,17105
TIC_77951245,1468.2753624394095,1490.047111639677,14482
TIC_77951245,2174.2319290776404,2200.136120281246,17554
TIC_77954300,1438.1181828668234,1463.690584577452,16797
TIC_77954300,1468.2752795142148,1490.0470410363455,13887
TIC_77954300,2174.231847175969,2200.1388159230564,17322
TIC_80033631,1468.275947402949,1490.0485601082778,14382
TIC_82525365,2640.460428990625,2650.449389304174,7170
TIC_82525365,2655.8771218152124,2664.320033106828,6024
TIC_83211097,1601.349882771941,1609.699891791071,5930
TIC_83211097,1615.8928544184535,1623.8968430502628,5735
TIC_83211097,2334.209332650738,2360.4727313447547,18069
TIC_84900299,1816.0887402850503,1841.101096604996,16769
TIC_90723908,1657.0273754971845,1682.361810612945,16216
TIC_91542943,1385.9520163619306,1406.217633574299,12802
TIC_91542943,1410.9065340731158,1436.442271192347,14676
TIC_91542943,2115.8891599503304,2169.9473980329967,32305
TIC_91853165,1657.0276098096579,1682.3623343842,17205
TIC_93242288,1468.2759756729654,1490.0479160653754,14212
TIC_93242288,2174.2322254571905,2227.57516284814,34676
TIC_950715112,2419.986857503843,2446.575778514198,17863
TIC_950715112,2580.461465507488,2635.988069555094,32298
TIC_97882429,1628.4601043598004,1639.0003635800851,7278
TIC_97882429,1643.0711324773556,1652.8959284234345,7026
TIC_97882429,2333.85928107562,2389.7218109400746,37647
TIC_99135067,1842.5087215828562,1868.827133309191,16226
TIC_99135067,2580.318315830368,2606.944748683466,16331
TIC_9966678,1410.907492108071,1436.4341133139612,14489
