loc_rowid,toi,tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_dist,st_teff,st_logg,st_rad
3623,4182.01,31637479,PC,2458346.8881050,27.8483156,4.1124146,350.4957359,3.0170142,9.2747000,132.6820000,5399.6000000,3.9000000,1.5865300
3624,4183.01,421951960,PC,2458332.4962960,11.7915574,1.6063345,661.9685157,3.2687802,9.1047800,135.0860000,6407.0000000,4.3568700,1.2451200
3625,4184.01,394357918,PC,2458326.7896910,4.9019938,1.3243804,10774.9512060,2.5554145,14.2612000,69.3649000,3147.0000000,5.0465400,0.2408070
3626,4185.01,152563846,PC,2458576.4600930,16.5414219,3.4223633,1098.6666331,3.3270234,10.7194000,99.0303000,4395.6000000,4.4900000,0.9384350
3627,4186.01,300579472,PC,2458332.2828450,12.7612027,3.6568621,678.5926285,2.3014101,8.9850000,68.4487000,5639.0000000,4.5504100,0.8763600
3628,4187.01,176780257,PC,2458425.2393300,30.8812601,10.7723374,425.1596999,5.2996592,8.3010000,154.7320000,6047.0000000,3.7899000,2.2319901
3629,4188.01,424747720,FP,2458655.6041610,10.2813284,2.4414916,37333.9631684,11.8759119,13.0123000,148.1340000,3919.0000000,4.6341300,0.5933170
3630,4189.01,7422496,PC,2458470.3616150,46.9621053,5.7665722,757.7887314,2.4680695,8.7601000,69.6026000,5744.0000000,4.5626100,0.8793210
3631,419.01,279251651,FP,2458654.1223940,0.4038426,1.0592218,636.6337963,1.4423930,10.5886000,42.7600000,4119.1000000,4.7300000,0.5550000
3632,4190.01,65416038,PC,2458388.8162620,15.6062307,3.6444849,659.0717891,2.1494954,10.6617000,121.4940000,5067.0000000,4.5419500,0.8165850
3633,4191.01,167905035,PC,2458548.6688520,742.8561164,5.6483285,415.3404179,2.2756143,8.6282000,83.9132000,5816.0000000,4.3749400,1.1019400
3634,4192.01,41995709,PC,2458403.4215580,4.2300182,1.8470000,3470.0000000,17.0408000,11.8791000,507.6390000,6064.1000000,4.1800000,1.4400000
3635,4193.01,382419744,PC,2458397.7451010,6.5081212,5.4720000,8260.0000000,11.5110000,12.7464000,597.9370000,5652.8000000,4.3800000,1.2700000
3636,4194.01,299176311,PC,2458404.8228160,1.0432995,1.1690000,3260.0000000,6.5153200,12.5496000,505.7420000,5943.0000000,4.4200000,1.0700000
3637,4195.01,67598139,PC,2458399.8185020,5.4447698,1.3660000,5420.0000000,,12.6802000,491.2610000,5890.0000000,,
3638,4196.01,67566164,PC,2458404.3267190,3.1259240,2.9850000,18690.0000000,17.3686000,12.5345000,560.0780000,5828.0000000,4.2800000,1.2400000
3639,4197.01,332579116,PC,2458456.8063850,3.9017499,1.8450000,27430.0000000,12.6062000,12.8512000,240.7000000,4665.0000000,4.6000000,0.7100000
3640,4198.01,459913687,PC,2458458.4942300,4.7463180,3.1170000,12470.0000000,12.2509000,13.3547000,545.8870000,5648.0000000,4.3600000,1.0900000
3641,4199.01,220144363,PC,2458487.7070300,4.4466179,4.5110000,7930.0000000,16.7023000,11.5141000,598.9410000,6534.0000000,4.0300000,1.8500000
3642,420.01,408159788,FP,2459199.0500710,2.3006980,3.4510000,780.0000000,4.8782400,10.6152000,145.4070000,5747.3000000,4.5700000,0.8500000
3643,4200.01,53593542,PC,2458489.5573280,1.0276410,1.9770000,12630.0000000,,13.5569000,1362.6000000,5640.0000000,,
3644,4201.01,95057860,PC,2458485.2863090,3.5809733,2.1800000,36850.0000000,12.0428000,13.5011000,189.0110000,3790.0000000,4.6400000,0.6100000
3645,4202.01,237603062,PC,2458485.5942490,2.6689906,2.8540000,14140.0000000,,13.5190000,1466.7900000,5247.8000000,,
3646,4203.01,72494421,PC,2458488.9402230,2.9531039,2.5010000,16770.0000000,,13.5854000,1500.3200000,5304.5000000,,
3647,4204.01,158697949,PC,2458484.9781330,3.9592516,3.2690000,3160.0000000,7.8575600,10.9786000,346.7580000,7068.0000000,4.3500000,1.3900000
3648,4205.01,280645209,PC,2459217.8152360,5.9056572,4.3140000,10720.0000000,11.5383000,12.6720000,344.1060000,5076.0000000,4.4000000,0.9700000
3649,4206.01,281242007,PC,2458489.0482220,2.4170503,3.2460000,7730.0000000,13.9750000,13.2045000,860.0330000,5796.8000000,4.0700000,1.5600000
3650,4207.01,37242226,FP,2458488.3799450,1.0681394,2.0820000,7290.0000000,19.5184000,13.3581000,1719.4200000,7248.0000000,3.9500000,2.2300000
3651,4208.01,280304556,PC,2458489.2759820,1.7232800,3.0050000,14180.0000000,,13.6625000,1725.3600000,,,
3652,4209.01,200090347,PC,2458489.6867710,0.8631737,1.2270000,6330.0000000,12.7525000,13.2977000,764.3050000,6142.0000000,4.1700000,1.4700000
3653,421.01,94986319,CP,2459195.3081140,16.0675220,2.6182382,2929.6501469,4.7909617,9.2711000,74.7969000,5718.0000000,4.3565800,0.8601240
3654,421.02,94986319,CP,2458441.2806690,5.1976858,1.8810737,437.4376044,1.9257346,9.2711000,74.7969000,5718.0000000,4.3565800,0.8601240
3655,4210.01,409315469,APC,2459251.2559430,1.0754208,1.0100000,4950.0000000,9.4122700,12.9715000,393.0380000,4614.0000000,4.1600000,1.1700000
3656,4211.01,385654601,PC,2459250.4689530,2.2715616,2.7410000,8190.0000000,,12.9289000,1523.5300000,6671.3000000,,
3657,4212.01,126864892,APC,2459252.9789610,2.3485025,1.8040000,3070.0000000,,11.9740000,1051.9200000,8807.8000000,,
3658,4213.01,32408928,FP,2459252.3224530,1.0435229,1.4760000,4970.0000000,9.0939100,12.6825000,656.3260000,6259.0000000,4.3400000,1.2300000
3659,4214.01,409594381,PC,2459248.5414750,3.4913830,2.9990000,4650.0000000,11.1540000,11.0071000,346.8810000,5936.5000000,4.2800000,1.5900000
3660,4215.01,7274938,PC,2459251.0938080,1.0994412,1.3940000,3860.0000000,11.0223000,13.0896000,1183.5300000,6915.0000000,4.1900000,1.6300000
3661,4216.01,187861378,FP,2459251.5318550,2.1816809,3.8300000,1280.0000000,,11.2486000,1675.7800000,8582.7000000,4.0800000,
3662,4217.01,108939482,PC,2458515.4881910,1.1866441,2.6250000,7480.0000000,10.6653000,13.5295000,927.7540000,6325.0000000,4.4100000,1.1600000
3663,4218.01,142628514,PC,2458514.6338370,2.6269521,3.5030000,12010.0000000,17.6062000,12.7868000,1016.9500000,6976.0000000,4.2200000,1.5800000
3664,4219.01,114103136,FP,2458515.1451730,1.1471548,1.4030000,2670.0000000,3.9011800,16.0657000,695.7800000,3901.0000000,4.4700000,0.7500000
3665,422.01,117979455,PC,2458438.2921510,0.6333372,0.6217089,1063.7800027,4.4957089,8.9600000,124.5040000,5999.0000000,4.2200000,1.3465500
3666,4220.01,346995484,PC,2459251.1187010,1.9138779,2.3520000,18720.0000000,,13.4750000,1289.8900000,7246.0000000,,
3667,4221.01,334252687,PC,2459249.3043480,2.8395663,2.1000000,9860.0000000,,12.8542000,746.0580000,5858.0000000,,
3668,4222.01,318054782,FP,2459226.9227520,0.8335712,1.5090000,3340.0000000,12.5164000,12.9913000,1246.2100000,6158.0000000,3.8700000,2.0900000
3669,4223.01,157088184,PC,2459244.7808230,7.2654708,3.5680000,13930.0000000,13.0064000,12.8006000,502.5840000,5944.0000000,4.4300000,1.0500000
3670,4224.01,148667071,PC,2459251.8304860,1.1613470,2.4710000,4320.0000000,10.7619000,12.2815000,715.2340000,6289.0000000,4.1100000,1.6200000
3671,4225.01,141405814,FP,2459250.3337380,1.1355486,2.6300000,390.0000000,13.0419000,9.7402000,1658.7500000,10262.0000000,,7.0400000
3672,4226.01,127328218,PC,2459252.2468640,2.9628955,1.9090000,4610.0000000,14.7038000,11.5637000,867.4970000,7998.0000000,,2.0400000
3673,4227.01,99081059,PC,2459250.4396650,3.4169475,2.4540000,6880.0000000,13.7893000,12.5536000,857.7080000,6610.0000000,4.1600000,1.6300000
3674,4228.01,415143674,PC,2458509.1829900,6.0154139,5.1440000,9180.0000000,15.7735000,13.5444000,1114.0100000,5932.0000000,4.0700000,1.5900000
3675,4229.01,319282294,FP,2458514.9682820,1.1385671,1.8970000,6220.0000000,16.0326000,13.5964000,2348.8600000,9024.0000000,4.1900000,2.0000000
3676,423.01,43647325,KP,2459176.7684530,3.1615697,3.1425792,17482.2328085,14.8619546,10.4408000,202.2180000,6072.0000000,4.4100000,1.0977401
3677,4230.01,128127712,PC,2458515.6898200,1.9409946,1.8680000,3200.0000000,,12.6356000,,5436.9000000,,
3678,4231.01,127895118,PC,2458511.5523700,3.2970252,2.2790000,6550.0000000,13.4619000,12.3563000,1175.9600000,8945.0000000,4.3500000,1.6700000
3679,4232.01,126357909,FP,2458513.9576170,1.2247985,1.6450000,7640.0000000,8.3253100,13.5184000,591.3820000,5699.0000000,4.5500000,0.8900000
3680,4233.01,113295476,PC,2458514.8243420,1.8204430,2.6430000,7330.0000000,16.6319000,13.5689000,1469.5300000,6079.0000000,3.9200000,1.9400000
3681,4234.01,81055189,PC,2458515.9253710,0.9082320,2.2800000,5020.0000000,8.5432200,13.5392000,1003.0300000,6481.0000000,4.3800000,1.2300000
3682,4235.01,157528286,PC,2459251.0397900,1.6562803,0.9290000,5610.0000000,9.5449500,13.0556000,706.6790000,6044.0000000,4.2900000,1.2500000
3683,4236.01,36227841,PC,2459304.8328980,0.4021282,0.8040000,2430.0000000,18.3131000,12.7411000,1171.0900000,6115.0000000,3.7200000,2.4500000
3684,4237.01,30825828,PC,2459275.5470410,3.0482015,2.4330000,7620.0000000,,13.1731000,616.4090000,5774.7000000,,
3685,4238.01,24615998,PC,2459277.6371940,1.2732245,1.6340000,23100.0000000,13.8628000,13.3502000,395.5730000,4973.0000000,4.4900000,0.8500000
3686,4239.01,22121296,PC,2459277.4768810,2.8132443,3.7170000,5310.0000000,13.9960000,12.7797000,1126.2500000,6614.0000000,4.0500000,1.8500000
3687,424.01,117979694,FP,2458438.7210100,0.9911400,1.6230000,760.0000000,2.1212000,10.5094000,103.6900000,5059.0000000,4.6100000,0.7500000
3688,4240.01,19547831,PC,2459267.5324770,10.1238604,2.2390000,7090.0000000,15.7944000,12.6943000,949.3560000,6531.0000000,4.0500000,1.8100000
3689,4241.01,4102368,PC,2458562.3640950,3.1124985,2.7610000,16660.0000000,14.3339000,13.6438000,598.0010000,5412.6000000,,1.0800000
3690,4242.01,445582110,PC,2459299.5272430,3.0579913,2.9050000,7420.0000000,14.1536000,12.4688000,656.6000000,5967.0000000,4.0700000,1.5900000
3691,4243.01,400683848,PC,2459303.9549450,1.0883300,2.4170000,540.0000000,9.9459700,10.7492000,650.1910000,6127.0000000,3.2500000,4.2200000
3692,4244.01,393340920,PC,2459303.3524710,1.8665254,3.1090000,3606.0000000,10.2057000,12.4027000,767.8460000,6310.3000000,,1.6100000
3693,4245.01,52928939,PC,2459276.4585300,3.1530578,1.7270000,3900.0000000,5.3213100,11.7519000,211.1830000,5093.0000000,4.5200000,0.8000000
3694,4246.01,291465998,PC,2459270.5836150,12.8860009,4.8660000,11770.0000000,12.1436000,12.9000000,600.7710000,6126.0000000,4.4100000,1.1100000
3695,4247.01,286153328,PC,2458563.6429080,4.3537052,3.2370000,32400.0000000,19.5990000,13.5597000,631.7680000,5883.0000000,4.3900000,1.1000000
3696,4248.01,190986054,PC,2458561.8975440,5.1442317,5.8560000,4310.0000000,13.8382000,11.5480000,654.4750000,5936.0000000,4.1800000,2.0900000
3697,4249.01,269568703,PC,2458562.1221230,6.7736530,3.0780000,6620.0000000,19.1292000,13.5510000,,4360.5000000,,2.1200000
3698,425.01,169532369,FP,2458440.3114300,3.6036400,3.7280000,6281.3200000,14.1007000,11.5781000,631.3850000,6896.7000000,4.1700000,1.6200000
3699,4250.01,269249506,PC,2459272.1380980,4.0185922,4.4700000,6230.0000000,13.9642000,13.4202000,1432.7800000,7156.0000000,4.1500000,1.7700000
3700,4251.01,192520375,PC,2459278.4863380,0.9109508,1.4730000,4720.0000000,13.0531000,12.5405000,1297.8700000,9421.0000000,4.3100000,1.7900000
3701,4252.01,145038729,PC,2459301.0610790,2.6085023,1.4730000,10330.0000000,12.6720000,12.6583000,631.3200000,7302.0000000,4.4900000,1.2100000
3702,4253.01,145249556,PC,2459299.8187890,3.4192373,2.7470000,17620.0000000,,12.9027000,884.1500000,5658.5000000,,
3703,4254.01,92744152,PC,2459305.4805060,1.1462769,2.3940000,3620.0000000,12.8874000,12.5347000,955.1910000,6416.0000000,3.9000000,2.1200000
3704,4255.01,82302240,PC,2459275.7301870,2.5057108,1.9620000,3170.0000000,12.9673000,12.5225000,1131.5800000,8330.0000000,4.0400000,2.2600000
3705,4256.01,77102895,FP,2459303.4750370,1.0962372,2.3360000,2460.0000000,15.7533000,12.7158000,1391.5100000,6519.0000000,3.5400000,3.2500000
3706,4257.01,75208638,PC,2459302.3352420,4.6512523,2.2510000,3110.0000000,6.2293600,11.7159000,407.3740000,7192.0000000,4.5600000,1.1000000
3707,4258.01,74484886,FP,2459298.0333220,3.8505662,2.4990000,6070.0000000,16.5768000,13.3285000,1080.6600000,6353.0000000,3.8800000,2.1300000
3708,4259.01,268643535,PC,2459300.2845760,8.9617618,1.5360000,10710.0000000,13.1691000,11.9452000,390.5870000,5435.5000000,,1.1700000
3709,426.01,189013224,PC,2458438.5240660,1.3205037,2.0155519,469.4537481,2.1611735,9.5968900,113.5900000,5731.0000000,4.4600000,0.9892600
3710,4260.01,74967390,PC,2459297.7361020,5.4588359,4.5550000,3290.0000000,8.5931900,12.1899000,764.8500000,6349.0000000,,1.4100000
3711,4261.01,74197917,PC,2458567.1693410,1.5040804,2.9550000,6130.0000000,,13.7682000,,3810.2000000,,
3712,4262.01,53365065,PC,2459276.2910590,5.9977892,4.3220000,7750.0000000,11.3071000,11.1882000,337.2090000,6613.0000000,4.3600000,1.2900000
3713,4263.01,48276576,PC,2458566.8197430,0.8338716,1.6200000,4020.0000000,8.7567700,13.5379000,1001.7700000,6071.0000000,4.2000000,1.3900000
3714,4264.01,45996325,PC,2459304.3281630,3.1582574,2.2020000,6520.0000000,8.3204000,11.8471000,,7606.3000000,,1.0100000
3715,4265.01,118308828,PC,2459301.9333100,3.7353995,1.8360000,2360.0000000,8.6199300,12.1162000,538.1140000,5895.0000000,4.1000000,1.5300000
3716,4266.01,442050698,PC,2459304.5485830,0.8118599,1.0110000,6360.0000000,16.8103000,13.4530000,1039.1400000,5051.7000000,,1.9700000
3717,4267.01,80783538,PC,2459304.2902110,1.2125518,1.3450000,5570.0000000,11.5507000,13.0790000,963.8190000,6719.0000000,4.2500000,1.4800000
3718,4268.01,341272282,FP,2459304.0225780,0.8133123,1.0790000,310.0000000,4.3796300,11.0418000,433.1570000,8265.0000000,,2.1200000
3719,4269.01,178657161,PC,2459305.0262010,4.5766216,4.9570000,3630.0000000,,12.4946000,575.4780000,5816.5000000,,
3720,427.01,70914192,APC,2459199.0096990,0.6090253,1.0990000,6100.0000000,15.1945000,10.3610000,151.0540000,5271.7000000,4.3400000,1.0200000
3721,4270.01,151920165,PC,2459303.9742350,3.4671474,2.4050000,4770.0000000,11.6401000,12.5695000,683.0620000,5886.0000000,4.0700000,1.5800000
3722,4271.01,146842334,PC,2459302.5900400,4.5016828,4.8490000,4800.0000000,,11.6930000,460.8190000,5829.0000000,,
3723,4272.01,146664561,PC,2459305.5604370,2.7302636,2.6450000,9410.0000000,13.7961000,12.8441000,770.9370000,6307.0000000,4.2500000,1.3900000
3724,4273.01,133331642,PC,2459302.6235200,2.9346956,3.4470000,11160.0000000,23.8980000,13.3012000,1370.7200000,6728.0000000,3.9000000,2.2300000
3725,4274.01,290388627,PC,2458623.2601850,0.4459623,1.3590000,11500.0000000,18.2593000,13.3992000,1321.2900000,8878.0000000,4.3300000,1.7000000
3726,4275.01,363635669,PC,2459305.0840150,0.7617740,1.2750000,2360.0000000,,12.2951000,689.3480000,6132.7000000,,
3727,4276.01,469811655,PC,2459043.9539030,11.8511620,3.3760000,4580.0000000,,12.0846000,,4983.0000000,,
3728,4277.01,466682238,PC,2459055.6689750,3.2738129,3.3060000,13200.0000000,14.6729000,13.2152000,748.4160000,5976.0000000,4.2700000,1.2700000
3729,4278.01,466222485,PC,2459058.6786620,1.7519943,1.6240000,4360.0000000,9.2362300,13.0236000,688.7730000,5483.0000000,4.1400000,1.3900000
3730,4279.01,407146536,PC,2459362.8497730,2.0977443,3.3908262,2519.6631510,15.2538867,11.2851000,628.1050000,5914.8000000,3.5900000,2.7729599
3731,428.01,117979850,APC,2459198.9256520,0.6333315,0.4040000,320.0000000,6.2434400,7.8282900,121.8880000,5713.0000000,3.6700000,2.3500000
3732,4280.01,387193925,PC,2459055.6908230,3.5189720,3.2100000,13820.0000000,13.7987000,13.1296000,709.0480000,5972.0000000,4.3500000,1.1600000
3733,4281.01,384386061,PC,2458672.1271410,5.7612135,3.4510000,7700.0000000,,13.1335000,,5558.7000000,,
3734,4282.01,374348168,PC,2459045.4763070,13.5098037,2.6950000,24500.0000000,16.3981000,12.0797000,334.3960000,5780.0000000,4.5100000,0.9400000
3735,4283.01,343952976,PC,2458680.5662650,3.0130918,2.3430000,14150.0000000,17.5256000,11.2270000,417.8790000,6838.0000000,4.3200000,1.4000000
3736,4284.01,280726137,PC,2459056.2574860,3.5008785,4.7190000,5110.0000000,13.2886000,13.0528000,1038.0600000,5759.0000000,4.3000000,1.8100000
3737,4285.01,310105752,PC,2458682.1380350,1.1705440,1.3770000,4890.0000000,9.3265700,12.9526000,746.4430000,6328.0000000,4.3600000,1.2300000
3738,4286.01,294097592,PC,2458682.2358010,1.0268508,2.1720000,1430.0000000,3.2806000,13.5159000,415.3920000,4938.0000000,4.4900000,0.8500000
3739,4287.01,290407621,PC,2458679.0618250,4.2340008,2.6580000,5590.0000000,14.8194000,12.5483000,939.2950000,6387.0000000,4.0000000,1.8600000
3740,4288.01,278821913,PC,2459298.7218320,6.0597024,1.2070000,7750.0000000,7.9546900,13.1853000,372.2100000,5036.0000000,4.5400000,0.8200000
3741,4289.01,278540265,PC,2459058.2968590,2.9757432,4.4730000,6980.0000000,18.7957000,12.0021000,610.6040000,6025.0000000,3.8100000,2.1800000
3742,429.01,259592689,PC,2459129.9162300,,10.2830000,8988.0000000,10.2814000,10.1672000,120.2180000,5216.0000000,4.4300000,0.9500000
3743,4290.01,278196907,PC,2459252.1872560,1.1771655,1.0370000,1110.0000000,3.0963700,12.1412000,228.1300000,5313.0000000,4.5900000,0.8000000
3744,4291.01,257520272,PC,2459043.1992590,12.1525744,5.0330000,5140.0000000,9.2235300,13.3404000,753.3100000,6029.0000000,4.2700000,1.2800000
3745,4292.01,255918903,PC,2458679.7704630,1.7203479,2.6070000,7490.0000000,9.7965100,13.0566000,641.9690000,5878.0000000,4.3600000,1.1300000
3746,4293.01,101696403,PC,2459059.4970320,1.6242109,2.2730000,17740.0000000,14.9916000,12.6211000,472.7550000,5705.0000000,4.3900000,1.0600000
3747,4294.01,30499203,PC,2458677.7638010,2.4330551,1.8820000,15280.0000000,,13.5137000,726.2270000,5512.0000000,,
3748,4295.01,325527653,PC,2459038.4940880,11.3927251,4.3970000,7770.0000000,10.0164000,13.4783000,575.9780000,5217.0000000,4.2800000,1.1400000
3749,4296.01,72668830,APC,2458399.4899700,19.9706574,1.8801996,1037.3799062,3.1454612,10.4161000,115.7160000,4985.0000000,4.4500000,0.8990810
3750,4297.01,28116365,PC,2458391.6473060,16.5272651,3.5945709,1074.4297512,2.9241556,10.8724000,132.8870000,5030.0000000,4.5313200,0.8217390
3751,4298.01,146282666,PC,2458398.3955890,722.2619756,7.7126298,480.7963350,2.7207078,9.1259000,125.0770000,5857.0000000,4.2657800,1.2205900
3752,4299.01,67535663,PC,2459329.6523720,6.6019866,5.7540000,600.0000000,3.5571500,10.2696000,284.3760000,6758.0000000,4.2800000,1.4500000
3753,430.01,459942762,FP,2458438.8376100,0.5864400,1.4410000,443.2810000,2.3127600,8.2482000,66.5727000,5997.7000000,,1.0000000
3754,4300.01,266843799,FP,2459331.4905090,0.8062768,1.9630000,660.0000000,9.0531300,9.9747000,668.3890000,7311.1000000,4.1600000,3.3700000
3755,4301.01,307079330,PC,2459321.8527770,6.5446289,2.3060000,710.0000000,3.4375200,10.1737000,143.8330000,5686.0000000,4.4600000,0.9800000
3756,4302.01,182078202,PC,2458347.7654510,38.7617056,4.6125854,748.3292090,2.7276166,10.2891000,132.8020000,5653.0000000,4.5530600,0.8760010
3757,4303.01,200296137,PC,2458438.4853220,8.6110844,2.0181798,542.6102038,4.3063675,9.4623000,256.0480000,6908.0000000,4.1205500,1.7652400
3758,4304.01,366443426,KP,2459550.3696530,15.5719921,5.1180000,2630.0000000,2.5066000,8.4642000,106.2890000,6352.3300000,4.3050200,1.3100000
3759,4304.03,366443426,KP,2458494.9091950,31.7180208,2.3326321,292.8649645,2.2998049,8.4642000,106.2890000,6352.3300000,4.3050200,1.3088300
3760,4305.01,372068780,PC,2458679.4907870,183.0019106,2.5483505,396.3670005,5.5931205,7.8459000,159.0070000,6200.0000000,3.6337100,2.7539101
3761,4305.02,372068780,PC,2458670.4450380,374.3644315,3.6392863,310.5114444,5.1223706,7.8459000,159.0070000,6200.0000000,3.6337100,2.7539101
3762,4306.01,44898913,PC,2458413.1918820,2.7299049,0.8257288,7427.7249664,1.3513606,14.2683000,32.4298000,2887.0000000,5.1591700,0.1554980
3763,4307.01,141186075,PC,2458349.7467680,32.6972745,4.8843823,108.2447643,1.1817652,6.6418000,36.0469000,6079.1600000,4.4380000,1.0984300
3764,4307.02,141186075,PC,2458328.0105330,4.6544193,2.8824041,24.8822966,0.5879367,6.6418000,36.0469000,6079.1600000,4.4380000,1.0984300
3765,4308.01,144193715,PC,2458333.4350140,9.1511255,2.5336897,774.5148555,2.2056292,10.3390000,108.9320000,5015.0000000,4.4765200,0.7934490
3766,4309.01,56662591,PC,2458564.6098620,87.2228700,2.0379853,664.2309911,2.1317405,9.4561010,75.7444000,5220.0000000,4.5493600,0.8299430
3767,431.01,31374837,CP,2458440.6302950,12.4610086,3.3195777,2078.1425981,3.2809492,8.1705000,32.5686000,4891.0000000,4.6200000,0.7266320
3768,431.02,31374837,CP,2458438.3759650,0.4900589,1.0123328,291.0399722,1.4741529,8.1705000,32.5686000,4891.0000000,4.6200000,0.7266320
3769,4310.01,303317324,PC,2458365.1815340,739.1670007,5.7183604,1376.1395053,2.6735992,9.4961000,40.0268000,4159.0000000,4.5350100,0.7210840
3770,4311.01,122617317,PC,2458394.7388790,15.0700779,3.8675641,852.6165721,2.7293235,10.7236000,134.9880000,5159.0000000,4.5190000,0.8507290
