loc_rowid,toi,tid,tfopwg_disp,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_dist,st_teff,st_logg,st_rad
1796,2538.01,443115574,PC,2459226.2422400,2.9103781,3.6060000,1480.0000000,12.2597000,10.5970000,906.7460000,7340.8000000,4.0900000,3.5000000
1797,2539.01,201508515,PC,2459202.6130250,0.9855860,1.5285482,1343.3387762,5.2012051,11.5606000,386.5250000,5799.4000000,4.1100000,1.3801300
1798,254.01,49687222,FA,2458360.0733080,20.1865390,1.8665650,1006.0418330,3.2839810,9.8343000,133.3143000,6101.0000000,4.4819600,1.0185900
1799,2540.01,354518617,PC,2458480.9438040,12.7187255,3.1582562,1144.1789073,2.5924633,8.2731000,19.1419000,4036.3000000,4.6500000,0.6610760
1800,2540.02,354518617,APC,2459223.1455970,22.0819969,3.0730000,1019.0000000,2.2872900,8.2731000,19.1419000,4036.3000000,4.6500000,0.6600000
1801,2541.01,31054498,PC,2459199.0063530,1.4118418,2.7020000,520.0000000,8.1492400,9.9048000,737.8090000,7839.6000000,4.1300000,3.5200000
1802,2542.01,431971818,PC,2459232.3485360,4.1076978,2.8733245,36588.3470508,,14.9801000,4625.1200000,5780.0000000,4.4380000,
1803,2543.01,270604417,CP,2459248.4326590,7.5428086,6.0990000,2398.0000000,9.6878300,10.8165000,426.7980000,6349.8000000,4.1100000,1.8700000
1804,2544.01,341419787,PC,2459284.3172340,10.5305789,3.0265743,2004.6307229,9.0697058,10.7607000,377.8720000,5441.0000000,4.4100000,1.9885900
1805,2545.01,149845414,PC,2458522.5139730,7.9940367,4.2710470,404.6194381,2.5576021,8.9059400,107.1180000,5846.2900000,4.2652500,1.2532400
1806,2546.01,388089437,APC,2459578.5924290,2.1811989,0.4280000,2300.0000000,18.7156000,11.8215000,515.3560000,6125.9600000,4.1740300,1.4600000
1807,2547.01,444013020,KP,2459577.8186350,2.3114199,2.5850000,16090.0000000,14.2928000,11.3020000,273.7030000,5785.7900000,4.3954300,1.0700000
1808,2548.01,350293646,KP,2459235.2367680,8.5232419,2.7826773,17619.2632602,11.7176415,10.0471000,100.5880000,5238.0000000,4.5443800,0.8365920
1809,2549.01,80711765,PC,2459230.2887020,4.8578823,5.7738752,10997.7451656,,11.7320000,970.1230000,8303.0000000,4.4380000,
1810,255.01,204317710,KP,2459090.0833210,2.8126485,2.8737522,13994.0625365,12.0658006,13.7426000,745.1160000,5700.0000000,4.3970400,1.0095700
1811,2550.01,294500964,PC,2459567.4829220,9.0701060,1.5180000,3980.0000000,6.2162000,10.7757000,182.9370000,5509.1000000,4.5200000,0.9200000
1812,2551.01,6276559,PC,2459244.8057200,5.4368410,2.3350000,2660.0000000,7.7988100,11.7664000,730.4210000,7980.0000000,4.3768500,1.4900000
1813,2552.01,31515092,PC,2459230.6968430,2.3690272,1.8798763,1948.7527415,3.0087061,11.8762000,102.2560000,4007.0000000,4.5635900,0.6847410
1814,2553.01,238542895,PC,2459299.2115590,8.3848180,4.2580000,12010.0000000,11.3276000,11.8225000,339.0250000,5757.5000000,4.2900000,1.0200000
1815,2554.01,144043410,FP,2459230.6616730,6.2636501,5.3639991,7043.2784811,17.7665063,10.5484000,483.9220000,6969.2000000,4.1700000,2.0443800
1816,2555.01,155491828,PC,2459233.4962930,16.0475029,3.3340000,13630.0000000,19.3344000,11.1169000,441.9320000,6337.5000000,,1.6000000
1817,2556.01,468981993,PC,2459559.2419450,8.0149323,4.6198374,4426.4689118,9.5021286,10.7003000,277.2810000,5886.2000000,4.2500000,1.3302799
1818,2557.01,269400980,PC,2459238.5582700,9.8305096,3.7879213,4989.9064959,24.4466582,11.2047000,797.4740000,6683.6000000,,2.8653200
1819,2558.01,283307274,PC,2459233.1298640,17.7837633,4.2761459,6450.9142418,11.9289450,11.6919000,400.9050000,5834.0000000,4.2500000,1.3839500
1820,2559.01,441453629,PC,2459060.0818760,4.2002507,2.6270000,25670.0000000,14.9915000,13.1141000,502.8870000,5709.9000000,4.5300000,0.9100000
1821,256.01,92226327,KP,2458399.9286430,24.7373412,2.0690510,6560.4920870,1.8439453,11.2991000,14.9861000,3131.0000000,5.0570100,0.2155350
1822,256.02,92226327,KP,2459141.1004880,3.7779418,1.4759325,3469.4507390,1.5659937,11.2991000,14.9861000,3131.0000000,5.0570100,0.2155350
1823,2560.01,441155146,PC,2458348.9189970,3.5511203,2.6340000,19660.0000000,13.8379000,13.5328000,594.2740000,5321.0000000,4.4200000,0.9800000
1824,2561.01,422385684,PC,2458980.5697310,2.7753854,3.2820000,9450.0000000,15.8225000,12.1504000,581.0740000,5905.0000000,4.0500000,1.6200000
1825,2562.01,420177051,PC,2459580.4664030,4.0483737,2.9260000,11750.0000000,13.7114000,12.5945000,587.1580000,6054.0000000,4.3000000,1.2400000
1826,2563.01,387409975,PC,2459000.7967360,5.0182774,2.4190000,17110.0000000,13.5268000,13.3848000,501.5800000,5487.0000000,4.4100000,1.0200000
1827,2564.01,334482103,PC,2459572.7276560,3.7257102,2.1430000,9010.0000000,11.0938000,12.4683000,486.7850000,5698.0000000,4.3300000,1.1400000
1828,2565.01,321086563,PC,2459248.0213070,3.9682154,3.5520000,3830.0000000,11.9577000,12.3642000,801.4350000,5840.0000000,3.9000000,1.9000000
1829,2566.01,284679064,PC,2459609.3817590,4.2097719,2.7451312,10013.1810613,8.0753542,13.0599000,343.9750000,4927.6000000,4.5200000,0.8166130
1830,2567.01,258920431,PC,2459612.1648370,5.9843494,5.3644469,3499.6316046,10.2389519,11.7489000,504.7750000,5609.0000000,3.9600000,1.7176100
1831,2568.01,257067559,PC,2459251.5839460,3.4843271,3.5220000,10320.0000000,15.9782000,12.1040000,751.2060000,7250.0000000,4.2600000,1.5700000
1832,2569.01,248655556,PC,2459174.6596750,13.1147744,4.3180000,3890.0000000,9.7905900,11.1769000,317.9120000,5496.1000000,4.0400000,1.5400000
1833,257.01,200723869,CP,2459121.2700860,18.3877081,6.4051530,1191.0283192,6.3790962,7.0286000,76.9028000,6382.7000000,4.0500000,1.7655700
1834,2570.01,239816546,PC,2459548.5610190,2.9887607,2.7940000,14840.0000000,14.4391000,11.9775000,361.8570000,5639.0000000,4.3400000,1.1200000
1835,2571.01,239638934,FP,2458760.8182320,6.0027375,4.1640000,6100.0000000,8.7280600,10.5284000,184.5140000,5633.0000000,,1.0800000
1836,2572.01,234489133,PC,2459247.4331220,3.5985851,4.0150000,6710.0000000,11.8109000,13.2580000,1038.2000000,6303.0000000,4.2100000,1.4500000
1837,2573.01,160037058,PC,2459080.8778190,4.5815438,3.3670000,19550.0000000,15.1889000,13.1657000,593.9370000,5525.0000000,4.3700000,1.0700000
1838,2574.01,159332859,PC,2459608.0180610,4.4817667,2.2440000,20760.0000000,18.5756000,12.8810000,834.0380000,6734.0000000,4.4100000,1.2500000
1839,2575.01,142784687,PC,2459581.4495380,3.1713674,3.5710960,8434.7280118,13.5984841,13.1520000,928.1490000,6140.0000000,4.1800000,1.4561800
1840,2576.01,115453244,PC,2459544.2384080,3.8229149,3.1710000,11780.0000000,13.5313000,12.2323000,430.4600000,6166.4000000,4.3400000,1.2100000
1841,2577.01,112316665,PC,2459252.5215480,3.7494409,2.4520000,4860.0000000,13.2544000,11.5955000,786.5900000,7899.0000000,4.1600000,1.8900000
1842,2578.01,104986789,PC,2458839.5097020,3.4577316,2.4200000,9820.0000000,13.7261000,10.5863000,285.5300000,6427.8000000,4.3500000,1.2700000
1843,2579.01,103751498,KP,2459581.5440600,3.7146465,3.8340000,12610.0000000,15.1579000,10.9101000,281.4980000,5783.0000000,4.2100000,1.3200000
1844,258.01,350445771,FP,2459385.9360890,3.1901603,1.3150000,2680.0000000,11.8895000,11.0932000,530.5550000,6474.5700000,4.2636300,1.9900000
1845,2580.01,102713734,PC,2458839.4532570,3.3978620,4.5020000,9960.0000000,18.3834000,10.8064000,379.2530000,6590.0000000,4.0500000,1.8300000
1846,2581.01,37862966,PC,2459192.5436480,3.5838508,3.0850000,12480.0000000,12.4141000,12.9754000,515.1790000,5450.0000000,4.3500000,1.0800000
1847,2582.01,21279791,PC,2459391.9803890,3.0182536,3.0857357,9650.5172641,9.1374030,12.4848000,348.1350000,5238.0000000,,0.9300790
1848,2583.01,7548817,PC,2459392.3170440,4.5212778,4.4440506,8921.3631270,14.8561871,12.0453000,566.1890000,6050.0000000,4.1400000,1.4949400
1849,2584.01,458641144,PC,2459245.2948000,4.6965638,3.0560000,12380.0000000,16.2589000,12.7310000,840.1010000,6502.7000000,4.2500000,1.4300000
1850,2585.01,62530991,FP,2459246.0315450,4.0265859,2.3040000,650.0000000,1.9467600,9.8961000,89.4090000,5276.5000000,4.6000000,0.7800000
1851,2586.01,458647887,PC,2459242.4102110,9.5835608,2.4050000,1150.0000000,12.6233000,10.5050000,336.7330000,5781.0000000,3.8900000,1.9100000
1852,2587.01,68007716,PC,2459244.7522320,5.4566563,3.7830000,4160.0000000,10.9408000,10.9657000,373.6750000,5674.8000000,4.0400000,1.7200000
1853,2588.01,284418751,PC,2459274.1156260,3.5871580,1.2300000,3120.0000000,10.0104000,10.6713000,413.0580000,6495.7000000,4.2600000,1.7500000
1854,2589.01,157698565,PC,2459177.2260940,796.4180000,6.4010000,8878.0000000,11.7392000,10.7211000,200.2730000,5581.0000000,4.1600000,1.0700000
1855,259.01,12862099,KP,2458386.5781180,2.4238226,2.2484015,16167.1783697,12.2562719,12.3993000,364.5120000,5410.0000000,4.4791900,0.9300000
1856,2590.01,234832821,PC,2459226.4582350,0.7460577,1.7540000,240.0000000,1.7772500,9.4735100,139.1510000,6162.0000000,4.4000000,1.1300000
1857,2591.01,229285649,APC,2459544.8817960,8.4930270,3.7330000,20750.0000000,20.9820000,10.7669000,316.2280000,6287.0000000,4.2300000,1.4100000
1858,2592.01,284122875,PC,2459226.2151730,3.4559382,4.2100000,2840.0000000,,10.8710000,592.7140000,9290.0000000,4.0800000,
1859,2593.01,258983679,PC,2459226.3800170,1.4711386,1.6770000,839.0000000,6.7021700,10.3513000,436.8020000,6514.0000000,3.8800000,2.1900000
1860,2594.01,229167359,PC,2459227.0180660,2.6828140,0.9870000,1080.0000000,23.5198000,10.2626000,1295.5000000,8528.0000000,,5.2800000
1861,2595.01,151284882,APC,2459547.6085030,3.8174210,2.4700000,1000.0000000,3.3250700,10.7212000,212.3830000,6033.7000000,4.4700000,1.0200000
1862,2596.01,37089434,APC,2459220.2867780,16.2709828,1.8350000,5870.0000000,6.8163100,10.9058000,127.7340000,4811.0000000,4.4500000,0.8700000
1863,2597.01,220139435,PC,2459221.2812980,3.6039259,3.7370000,940.0000000,9.2038900,9.5360000,457.1780000,7080.0000000,3.6700000,3.0500000
1864,2598.01,12036590,APC,2459226.8011690,5.7343600,1.1460000,17740.0000000,21.0528000,10.9766000,107.2560000,4405.0000000,4.4100000,0.8600000
1865,2599.01,235333495,PC,2459219.6256830,4.1554362,6.0880000,1020.0000000,11.1924000,10.9402000,836.3940000,6352.0000000,3.4400000,3.5300000
1866,260.01,37749396,PC,2458392.2944080,13.4700180,1.9983960,686.5359500,1.6378810,8.4991000,20.1852000,4111.0000000,4.6461000,0.6315870
1867,2600.01,234160911,PC,2459216.7498790,5.3376282,2.1430000,2060.0000000,16.1323000,10.2760000,380.4220000,4825.0000000,,3.5000000
1868,2601.01,456844391,PC,2459246.2087800,6.0210332,2.2110000,7500.0000000,18.8835000,10.8943000,641.5960000,7668.0000000,,1.9300000
1869,2602.01,191928543,APC,2459260.3147840,7.2340433,6.2245507,10747.1714564,18.8387360,11.8300000,622.3400000,6770.0000000,4.1194200,1.7378300
1870,2603.01,176772671,PC,2459255.8230880,1.3326844,1.5938444,38662.3722174,11.7282926,13.8995000,,3947.0000000,4.6558700,0.5944910
1871,2604.01,189625051,KP,2459257.2208900,4.9096900,5.4135253,5073.7568046,15.2547692,12.4870000,1080.1500000,6606.0000000,3.9369100,2.0917900
1872,2605.01,146776480,PC,2458536.5518970,20.6005793,1.4716288,12106.6702221,8.1782864,10.4767000,36.2852000,3821.0000000,4.7421600,0.4945750
1873,2606.01,355800238,PC,2459330.6836490,1.4509175,1.1230000,7270.0000000,20.5418000,11.7785000,442.1050000,6472.0000000,4.3738600,1.2400000
1874,2607.01,149539158,PC,2459256.9707860,2.2338786,3.0400001,318.9211436,3.1159001,9.1251000,176.8410000,6422.3000000,4.1084800,1.6599200
1875,2608.01,269850928,PC,2459039.7893150,4.7246650,4.3082924,6163.2889314,12.5337443,13.2247000,884.5230000,5385.7000000,4.4000000,1.5727000
1876,2609.01,308883808,APC,2459255.8807100,1.1646972,1.2159977,2228.5904539,6.1284911,11.4514000,347.3070000,5979.0000000,4.2966500,1.2336900
1877,261.01,63898957,PC,2458383.9156240,3.3639254,3.3430495,422.0610761,3.0449863,9.0397100,114.4950000,5890.3000000,3.9200000,1.2801800
1878,261.02,63898957,CP,2458389.7271850,13.0393586,4.9218325,625.5995687,3.3482223,9.0397100,114.4950000,5890.3000000,3.9200000,1.3138300
1879,2610.01,268914377,PC,2459229.7164780,2.1538959,2.1776943,96363.0926604,16.0166732,15.8953000,296.7610000,3148.0000000,4.7516600,0.4837490
1880,2611.01,234282389,FA,2458352.4849220,0.7320175,2.5770000,4520.0000000,5.1632400,13.5294000,541.4310000,5458.0000000,4.4000000,0.8100000
1881,2612.01,149572298,PC,2459379.0180870,13.3572104,4.9470000,29950.0000000,19.2978000,13.2303000,636.6560000,6636.1000000,,1.1200000
1882,2613.01,52315301,PC,2459075.8995290,15.2015324,8.3290000,37010.0000000,21.2201000,13.1488000,683.4820000,6042.0000000,4.4300000,1.0700000
1883,2614.01,263075864,PC,2459037.5892330,4.8103038,3.2645009,21198.5583641,14.9699995,11.4570000,315.4690000,5860.3000000,4.3000000,1.0000000
1884,2615.01,38965512,PC,2459112.5480210,2.2687617,2.7580000,6270.0000000,12.7782000,13.2052000,639.1500000,5690.0000000,4.3800000,1.0800000
1885,2616.01,273850708,PC,2459085.6403110,1.8531628,2.0190000,34220.0000000,13.5946000,13.4260000,401.5110000,5355.0000000,4.4600000,0.6800000
1886,2617.01,260537454,PC,2459387.5942500,6.3187442,3.5040000,28370.0000000,16.8683000,13.1982000,467.3200000,4961.0000000,4.4300000,0.9800000
1887,2618.01,231076038,PC,2459382.7833010,8.2500143,3.3170000,2250.0000000,11.8684000,12.0635000,766.7400000,7386.5000000,4.2000000,1.5900000
1888,2619.01,31943299,PC,2459331.0348650,12.4724734,3.6490000,23020.0000000,12.1100000,13.2834000,377.6600000,4966.0000000,,0.7900000
1889,262.01,70513361,CP,2459136.5762580,11.1452784,1.3947705,566.2736451,2.0671456,8.1345000,43.9320000,5302.5800000,4.5351500,0.8486750
1890,2620.01,394346647,PC,2459080.1926950,10.3558720,3.5700000,18400.0000000,17.5799000,12.9873000,662.2460000,5896.0000000,4.2700000,1.2600000
1891,2621.01,388202128,PC,2459059.6721360,2.4125016,1.4780000,9940.0000000,23.2238000,13.4394000,867.5860000,6190.0000000,4.3400000,1.2200000
1892,2622.01,382259755,PC,2459199.8040710,1.2207037,2.1860000,25580.0000000,17.4662000,13.5093000,782.4960000,5991.0000000,4.4300000,1.0600000
1893,2623.01,403288821,FP,2459085.6117850,0.5474737,1.7890000,1430.0000000,10.9219000,12.4978000,995.7410000,5073.0000000,3.5000000,2.8400000
1894,2624.01,349410350,PC,2459384.3561790,3.0235362,2.1890000,26980.0000000,13.1780000,13.4354000,390.2630000,5141.0000000,4.6000000,0.7800000
1895,2625.01,308396509,PC,2459357.3788300,2.1481182,3.4380000,21030.0000000,,13.2317000,843.0280000,5876.0000000,,
1896,2626.01,300604770,PC,2459386.6959340,3.4562542,2.2080000,20520.0000000,10.8897000,12.6082000,192.4350000,4404.0000000,4.5200000,0.7500000
1897,2627.01,262829328,PC,2459086.2764490,1.0649771,1.4250000,14670.0000000,12.4794000,13.4702000,598.5820000,5427.0000000,4.4500000,0.9700000
1898,2628.01,260541432,PC,2459387.8849730,0.8715953,1.2710000,6610.0000000,10.5535000,13.3024000,765.2380000,5969.0000000,4.3100000,1.2100000
1899,2629.01,259901731,PC,2459112.1795240,11.4856846,4.0930000,9840.0000000,15.0335000,13.1508000,859.7250000,5893.0000000,4.1600000,1.4200000
1900,263.01,120916706,CP,2459116.1478510,0.5568095,0.9712066,45140.5350425,9.6870229,15.6198000,277.4040000,3116.0000000,5.0604300,0.4397380
1901,2630.01,391900348,PC,2459381.1853260,9.7130596,1.6610000,3540.0000000,12.3196000,11.7860000,517.4020000,6125.1000000,4.0000000,1.8800000
1902,2631.01,140067837,PC,2459085.3019940,6.6314734,2.4310000,9420.0000000,13.0020000,12.4487000,454.8700000,5752.2000000,4.4000000,1.0800000
1903,2632.01,231703293,FP,2459085.5471750,0.9071050,1.7110000,1430.0000000,7.8205900,12.4537000,540.6320000,6164.0000000,4.4000000,1.1300000
1904,2633.01,386131764,PC,2459229.3615750,18.1960491,4.8596477,2203.3245309,8.8304863,11.6886000,746.0360000,7811.0000000,4.2597400,1.6701300
1905,2634.01,318812447,PC,2459147.1335740,,4.8897805,2801.2247588,5.8424203,10.9648000,155.7550000,5349.1600000,4.4380000,0.9552400
1906,2635.01,358557578,PC,2459287.9961650,7.4560799,7.1690171,2507.2948960,14.5250334,11.2581000,792.0100000,6502.0000000,3.6575100,2.8327301
1907,2636.01,119925436,PC,2459330.6871600,3.1054940,4.5080000,5160.0000000,14.1277000,10.9786000,502.3420000,7176.0000000,4.1300000,1.9000000
1908,2637.01,349408306,APC,2459361.9936240,0.3041520,0.5000000,105147.4655670,,15.8445000,874.6570000,5780.0000000,4.4380000,
1909,2638.01,458342769,PC,2459329.3100470,3.9303977,0.9189499,2324.9883757,,11.1671000,647.6940000,5780.0000000,4.4380000,
1910,2639.01,98753307,PC,2458583.9890350,15.3366734,4.2970324,29310.0033827,16.1921762,14.3693000,858.1450000,5417.0000000,4.4617400,0.9434670
1911,264.01,122612091,KP,2459168.1264500,2.2167400,3.6040000,4580.0000000,18.2508000,10.4614000,434.7540000,6250.0000000,3.9881100,2.6600000
1912,2640.01,135036669,PC,2459307.4010200,0.9112206,2.0030820,71047.5639651,7.3931803,15.7090000,131.4440000,2999.0000000,4.9546200,0.2749070
1913,2641.01,162802770,PC,2459332.2146210,4.8806203,1.2670303,2796.2699322,6.9207346,11.1897000,344.0450000,6309.0000000,4.3229800,1.2713200
1914,2642.01,448589187,KP,2459304.8232710,3.0652926,2.6060000,11240.0000000,13.3524000,12.3077000,539.3600000,6229.0000000,4.3412200,1.2200000
1915,2643.01,152852327,KP,2459562.2504180,9.1720535,7.1690000,580.0000000,9.0288100,11.0295000,609.8180000,4933.0000000,4.4380000,3.7900000
1916,2644.01,385332171,APC,2459300.3171150,9.7439744,1.9764395,6711.0590566,9.5314099,10.9206000,235.1460000,5383.0000000,4.4380000,0.9830250
1917,2645.01,372818426,PC,2459198.7488300,1.4436707,2.1320000,43280.0000000,20.6267000,12.3956000,360.6740000,5465.0000000,4.4700000,0.9400000
1918,2646.01,349966879,PC,2459331.8161650,0.3125737,0.5260000,4540.0000000,8.0975300,13.1875000,389.1190000,5202.0000000,4.5300000,0.8400000
1919,2647.01,234527228,PC,2458380.9809370,0.5136654,1.0120000,3340.0000000,14.4810000,13.5231000,792.8160000,5270.0000000,4.1400000,1.3300000
1920,2648.01,231833236,PC,2459111.4795890,4.7760382,1.2740000,11280.0000000,13.8814000,13.3316000,815.1820000,5904.3000000,4.2800000,1.2400000
1921,2649.01,230980206,PC,2458377.7537060,3.3755910,3.4890000,11630.0000000,13.2361000,12.4752000,626.5040000,6408.0000000,4.3800000,1.2200000
1922,265.01,159951311,KP,2459169.5748740,5.9242661,2.8894449,11796.3303624,9.3440442,11.7276000,212.4720000,5310.0000000,4.5960400,0.8466710
1923,2650.01,453100296,PC,2459387.3173830,2.2297350,1.5700000,6490.0000000,11.8248000,13.4404000,870.5570000,5913.0000000,4.2000000,1.3700000
1924,2651.01,29830212,FP,2459349.9749760,7.3164282,2.2350000,37130.0000000,17.3698000,13.3994000,396.6370000,4884.0000000,4.5000000,0.8300000
1925,2652.01,372852036,PC,2459384.7101510,2.4849120,1.6860000,7950.0000000,,13.3074000,860.5520000,6240.8000000,,
1926,2653.01,149394317,PC,2459388.3219670,0.9268486,1.0110000,1640.0000000,,12.2080000,488.6210000,6317.3000000,4.3100000,
1927,2654.01,200805484,PC,2459168.0719860,2.9675990,1.6880000,10410.0000000,8.0041300,13.0725000,248.9640000,4396.0000000,4.5200000,0.7600000
1928,2655.01,166851829,PC,2459132.3544910,4.7277153,2.5000000,4000.0000000,6.4546400,13.2854000,617.7630000,5601.0000000,4.3900000,1.0500000
1929,2656.01,231065398,PC,2458392.6855080,7.7898378,3.0950000,11390.0000000,9.3678400,13.5011000,488.2900000,5091.5000000,4.4800000,0.8500000
1930,2657.01,160004025,PC,2459164.3124590,2.7985528,2.4590000,12220.0000000,12.3741000,13.4765000,674.4760000,5416.0000000,4.3300000,1.0900000
1931,2658.01,31634579,PC,2459079.0937580,8.8759249,3.7440000,28460.0000000,17.3933000,13.4228000,666.8070000,5528.3000000,4.3800000,1.0200000
1932,2659.01,147456499,PC,2459140.2020440,1.2558789,1.7950000,22260.0000000,14.1053000,12.7331000,328.1800000,4926.0000000,4.4300000,0.9100000
1933,266.01,164767175,PC,2458382.3338400,10.7510107,2.9434240,638.0928566,2.3581827,9.4566100,101.6940000,5784.0000000,4.4380000,0.9189170
1934,266.02,164767175,PC,2458392.1049740,6.1913200,3.4164000,345.2402640,1.7593710,9.4566100,101.6940000,5784.0000000,4.4380000,0.9295570
1935,2660.01,372817671,PC,2459190.2955780,5.0183771,3.2180000,2500.0000000,10.7644000,12.1651000,630.1240000,5011.2000000,4.4900000,2.1500000
1936,2661.01,144125079,PC,2459168.6395770,3.6257584,2.8140000,10450.0000000,12.2058000,13.0533000,635.0450000,5606.0000000,4.3000000,1.1700000
1937,2662.01,423672208,PC,2458401.9141560,3.7906870,2.9580000,15240.0000000,12.9604000,13.4675000,640.5110000,5542.0000000,4.4100000,1.0200000
1938,2663.01,423666115,PC,2459140.9328520,0.5822800,0.6910000,3170.0000000,7.8019700,12.7147000,730.9720000,6288.0000000,4.2900000,1.3200000
1939,2664.01,277871306,FP,2459275.9742830,3.9606004,0.8980000,6680.0000000,10.3965000,10.1483000,156.2910000,5863.0000000,4.4300000,1.0400000
1940,2665.01,186936449,PC,2459275.5881360,2.8456575,2.5760000,2290.0000000,6.8387900,10.3716000,222.0000000,6112.0000000,4.2700000,1.3000000
1941,2666.01,170889511,APC,2459259.1413830,,1.4450000,22040.0000000,16.6553000,6.9887000,32.6024000,5212.0000000,4.3000000,1.1100000
1942,2667.01,348684813,PC,2459279.2326100,7.7515759,3.1860000,670.0000000,12.9241000,9.6732000,454.8730000,5133.0000000,,4.7500000
1943,2668.01,192076548,PC,2459279.6783910,1.1159326,1.0130000,840.0000000,6.1732200,10.1782000,314.4510000,6859.0000000,4.1600000,1.6800000
1944,2669.01,348835438,PC,2459278.4006110,6.2034438,5.4700000,650.0000000,10.1392000,9.9917000,393.4430000,4859.0000000,,3.9800000
1945,267.01,166836920,KP,2459135.7960190,5.7525822,5.4013355,5272.3617789,12.7042648,8.9300000,158.6600000,6180.0000000,4.1176600,1.7092700
1946,2670.01,190721237,PC,2459269.0684510,748.5175872,3.3250000,4138.0000000,9.6479200,9.5986000,171.7030000,6332.0000000,,1.3900000
1947,2671.01,190081497,PC,2459273.5828290,3.1630387,4.6610000,1130.0000000,6.8261200,10.3364000,233.7930000,6187.0000000,4.2600000,1.3400000
1948,2672.01,129372561,APC,2459251.4088820,10.7189647,2.8550000,4830.0000000,18.5904000,10.6734000,625.0100000,7830.0000000,4.0700000,2.0700000
1949,2673.01,1018843,PC,2459277.1634260,1.9126534,2.0140000,350.0000000,2.3674800,8.8448000,98.3018000,5601.4000000,4.2400000,1.2400000
1950,2674.01,434496663,APC,2459291.6906130,7.2972359,0.8270000,3780.0000000,13.2402000,10.1850000,370.1460000,6433.0000000,3.9100000,2.1000000
1951,2675.01,179033846,PC,2459197.2085890,1.4768690,1.4510000,2670.0000000,13.2219000,11.7919000,523.9990000,6712.0000000,4.2800000,1.3700000
1952,2676.01,420016507,PC,2459168.0788360,3.4082154,3.9010000,10060.0000000,16.7879000,12.7082000,840.9410000,6231.4000000,4.1100000,1.5900000
1953,2677.01,398736713,PC,2458429.5733620,6.4967452,1.8000000,4930.0000000,19.5904000,10.8489000,230.6234000,5186.9000000,,1.5300000
1954,2678.01,354517490,PC,2459221.3898470,3.4523955,1.6240000,13260.0000000,10.2673000,13.4391000,602.3850000,5614.0000000,4.4900000,0.9400000
1955,2679.01,323295908,PC,2459169.1629470,3.8539027,2.9060000,14520.0000000,11.8808000,12.4453000,403.1700000,5805.0000000,4.5200000,0.9300000
1956,268.01,219253008,PC,2458385.1272790,5.0661750,6.2992409,1350.0000000,7.6901200,10.0733000,320.4970000,5868.0000000,3.5732700,2.1700000
1957,2680.01,219366908,FP,2459199.0167080,0.6293198,1.1290000,3730.0000000,4.4663500,12.6530000,344.1600000,5508.0000000,4.6300000,0.7900000
1958,2681.01,209408136,PC,2459164.0022260,3.1292868,1.5450000,7430.0000000,12.0419000,12.1692000,547.1030000,6078.0000000,4.2500000,1.3200000
1959,2682.01,200803270,PC,2459139.3773630,2.5981987,1.4120000,14260.0000000,11.5397000,12.6795000,414.0290000,5516.0000000,4.4900000,0.9300000
1960,2683.01,200320748,PC,2459197.6623150,1.5292851,1.1670000,2800.0000000,12.6875000,12.4435000,573.7310000,6295.5000000,,2.2100000
1961,2684.01,161568891,PC,2459195.1838800,2.4756487,2.4610000,4370.0000000,5.2591400,13.2964000,330.1450000,4633.0000000,4.5000000,0.8000000
1962,2685.01,161479081,PC,2459197.7487830,3.4711465,1.6060000,10070.0000000,11.1759000,13.3220000,645.0650000,5593.0000000,4.3900000,1.0500000
1963,2686.01,159989004,PC,2459169.8658520,3.5746058,1.1530000,6040.0000000,11.6965000,12.9852000,861.6200000,6257.0000000,4.2500000,1.3700000
1964,2687.01,155993822,PC,2459164.9740490,4.0944492,4.2330000,5890.0000000,12.8011000,12.4052000,634.2000000,5650.0000000,4.0300000,1.6000000
1965,2688.01,98728690,PC,2459165.7699570,2.1415519,2.9890000,1060.0000000,4.7228700,11.3437000,350.6870000,5530.0000000,4.0800000,1.4800000
1966,2689.01,92363023,PC,2459164.8710150,3.4180406,2.2420000,5200.0000000,6.5817100,12.6443000,315.8050000,5001.0000000,4.4600000,0.8900000
1967,269.01,220479565,CP,2458381.8449830,3.6977238,0.9188130,4687.9839101,2.9168880,12.2958000,57.0225000,3607.0000000,4.4380000,0.3979240
1968,2690.01,92359852,PC,2459167.7123020,4.1549988,2.8730000,13830.0000000,,10.7320000,,,,
1969,2691.01,71345362,PC,2459167.7948380,3.8821916,3.1260000,2670.0000000,5.5709600,12.5728000,374.7630000,5283.0000000,,0.9500000
1970,2692.01,38399060,PC,2459163.7692150,3.6506781,2.7900000,20370.0000000,12.1655000,13.3717000,472.6320000,5343.0000000,4.5500000,0.8400000
1971,2693.01,30016082,PC,2459167.8614730,1.3225635,1.6830000,13750.0000000,11.5804000,13.3201000,537.1820000,5388.0000000,4.4400000,0.9700000
1972,2694.01,146467673,APC,2459198.0688320,1.6375324,1.6650000,11120.0000000,,12.5750000,451.4860000,5095.6000000,,
1973,2695.01,140284353,PC,2459226.4359760,0.5566811,0.4730000,3250.0000000,13.2433000,13.0494000,,5200.0000000,,1.7000000
1974,2696.01,139445621,PC,2459199.8972420,6.4093650,1.7070000,11300.0000000,12.1252000,12.4762000,537.9430000,6191.0000000,4.4100000,1.1200000
