Gaia,RAdeg,DEdeg,Gmag,P,Age,E_Age,e_Age,distance_pc,table_origin
3099525825623600000,103.056,-6.4657,8.0,0.28,,,,273.22404371584696,1
2181304939214430000,306.3102,51.642,16.3,0.34,23.0,5.6,5.2,188.32391713747649,1
2241461625543720000,295.5095,63.292,15.8,0.72,16.9,2.6,5.3,186.21973929236498,1
2181265558650350000,305.5641,51.581,18.0,0.29,47.0,13.5,9.4,166.38935108153078,1
444760841511488000,54.2815,53.4199,16.5,0.54,18.9,5.8,3.8,190.11406844106466,1
1120783814815980000,137.7935,73.1428,13.9,0.36,13.1,2.5,2.6,159.4896331738437,1
3562197226208880000,170.6846,-12.847,15.1,0.17,26.1,24.2,10.7,139.2757660167131,1
5423085506217060000,143.9075,-44.9692,16.6,0.75,21.9,5.6,4.2,163.9344262295082,1
6011711564407980000,237.7168,-34.7247,16.7,0.4,31.0,7.6,4.8,145.5604075691412,1
6011695690208260000,236.9958,-34.9441,16.1,1.0,14.9,3.0,3.4,144.92753623188406,1
6011696343043300000,237.0372,-34.8816,12.9,1.0,4.5,1.6,1.5,132.97872340425533,1
5981858685540710000,239.582,-50.4863,13.0,0.47,16.5,3.3,3.3,87.87346221441125,1
6011727850924110000,237.632,-34.5995,13.9,0.21,19.3,2.3,3.7,155.52099533437016,1
221392339907926000,55.8012,35.3186,15.4,0.16,22.9,33.7,3.9,249.37655860349128,1
5540169922479130000,126.2657,-38.8747,16.7,1.0,12.8,2.9,2.5,170.06802721088437,1
6060189753658660000,193.5024,-58.2652,14.5,1.0,10.3,2.1,3.4,108.34236186348862,1
221298915778215000,55.035,34.9972,16.1,0.15,24.8,70.7,5.3,241.54589371980677,1
2726192149963830000,326.8763,9.6628,16.6,0.45,18.2,5.6,5.9,256.4102564102564,1
4915307912397250000,21.4607,-52.7381,16.3,0.67,14.9,3.3,3.3,286.5329512893983,1
4915099142626590000,17.5048,-53.3027,16.3,0.99,13.2,2.0,3.3,212.7659574468085,1
3335534141095200000,88.9245,8.9753,15.2,0.47,20.0,7.6,4.8,149.7005988023952,1
3335586058659600000,88.5708,9.1039,16.0,0.2,24.2,12.1,5.7,200.40080160320642,1
5821765673679320000,243.2377,-66.9369,17.7,0.85,14.3,2.6,3.7,289.8550724637681,1
2251716426898470000,300.943,71.6068,10.4,0.3,,,,304.8780487804878,1
2251674950396780000,301.2696,71.3459,17.8,0.43,26.4,9.0,7.0,245.09803921568627,1
2251620662010260000,298.0807,71.0638,17.6,0.24,43.2,14.9,8.5,165.83747927031507,1
1622401635249980000,244.2314,58.5794,15.5,0.24,22.5,4.9,7.0,149.7005988023952,1
1622693761744890000,240.2426,57.8842,17.7,0.17,30.1,23.7,11.2,325.73289902280135,1
4092829161344870000,278.0722,-19.565,14.1,0.17,21.6,25.8,1.5,119.61722488038278,1
6007946454331820000,236.9929,-40.7843,15.7,0.67,20.5,5.2,4.6,141.04372355430183,1
4100078211506250000,281.2086,-16.0818,8.8,0.27,,,,309.59752321981426,1
4260495441807690000,286.4447,-4.2405,17.4,0.14,32.4,20.0,8.4,239.80815347721824,1
6007956148088140000,237.032,-40.664,16.5,0.14,27.6,17.7,7.1,234.192037470726,1
3628940777470370000,196.0127,-7.4251,16.4,0.13,24.5,59.1,3.8,320.5128205128205,1
5973004833797560000,257.3253,-39.4226,16.8,0.19,24.4,14.1,6.0,245.7002457002457,1
5972989960344880000,256.9649,-39.4363,16.6,0.16,28.9,24.4,7.5,213.67521367521368,1
6476321919386490000,315.7964,-53.3848,15.6,0.15,24.6,74.0,5.3,215.9827213822894,1
5975659815078820000,260.0157,-34.8404,15.7,1.0,9.0,2.4,2.5,164.20361247947454,1
5975668675591470000,259.5799,-34.9002,13.0,0.88,,,,293.2551319648094,1
5975667511660080000,259.5266,-34.8835,12.0,1.0,2.9,0.9,0.8,202.02020202020202,1
6645948663445140000,295.4296,-51.3606,15.9,0.19,24.6,13.1,5.8,183.4862385321101,1
2011525603555450000,356.6175,60.0232,16.3,0.45,19.3,7.2,5.5,206.61157024793388,1
5975669740743230000,259.6365,-34.7829,11.7,0.37,,,,215.0537634408602,1
280298812805235000,79.8661,58.1173,6.1,0.63,,,,318.4713375796178,1
3325492507559920000,96.2071,7.9663,16.0,0.92,12.2,2.6,4.1,217.8649237472767,1
280353547868387000,74.3114,55.9989,13.9,0.12,,,,314.4654088050314,1
280358873627891000,74.9352,56.1868,15.9,0.54,14.9,4.0,3.1,247.5247524752475,1
6061280400465220000,191.6449,-55.9889,13.7,0.89,13.8,2.4,4.2,115.20737327188941,1
6061243085787680000,190.5664,-56.4541,15.5,0.46,19.7,4.5,4.4,173.61111111111111,1
6061291017620570000,192.7228,-57.1799,13.6,0.32,14.9,4.1,2.4,116.14401858304298,1
5348771164564410000,172.7176,-51.3722,16.8,0.94,13.3,2.9,3.0,239.80815347721824,1
5734531932941630000,130.4465,-14.5756,14.6,0.52,17.1,5.7,3.5,144.0922190201729,1
6767368415398380000,297.3585,-25.0591,12.1,0.12,,,,165.56291390728478,1
1366762639171560000,262.6183,50.5939,14.4,0.16,,,,127.71392081736909,1
249505958879151000,54.9794,49.2721,16.8,0.31,28.2,5.4,5.2,172.1170395869191,1
6768948276169020000,290.1694,-26.7906,17.6,0.53,28.9,6.7,7.9,142.45014245014247,1
1911810550427610000,351.4568,33.352,17.1,0.15,29.5,23.0,9.9,255.7544757033248,1
1911806667777290000,351.6662,33.2688,16.0,0.18,24.5,12.7,5.5,190.47619047619048,1
5246943842223650000,142.6637,-67.7161,16.9,0.93,17.4,3.1,4.4,207.0393374741201,1
6033182483924940000,255.1412,-27.94,14.6,0.2,24.3,38.0,4.9,126.42225031605562,1
1661423921394240000,211.8859,61.4076,14.1,0.17,26.1,37.6,10.1,101.21457489878541,1
1661393994062250000,210.4995,61.5458,17.5,0.22,25.8,11.1,8.3,318.4713375796178,1
2029034673398430000,301.3703,28.2493,15.6,0.14,21.9,26.3,4.7,266.6666666666667,1
5836564035106880000,240.7784,-55.3694,13.2,0.33,14.8,1.8,2.9,126.10340479192939,1
2029034291136340000,301.5389,28.3592,15.1,0.72,18.3,3.5,3.7,115.07479861910242,1
6380713336037150000,349.5674,-72.2652,16.5,0.18,31.6,19.7,8.7,173.61111111111111,1
4384180780422680000,250.5414,1.9478,16.4,0.21,20.5,12.1,5.3,311.52647975077883,1
3193259913440530000,60.0765,-10.6244,16.7,0.15,30.7,12.9,12.1,218.34061135371178,1
6700289139431490000,302.3955,-33.4786,16.1,0.44,18.5,6.4,4.6,214.59227467811158,1
3193104332545760000,59.545,-11.3097,17.3,0.65,20.8,4.1,4.3,216.91973969631235,1
3192787398318460000,64.1356,-8.6017,17.3,0.87,16.5,2.7,5.0,234.192037470726,1
3192982080596200000,64.3256,-8.048,15.4,1.0,5.2,2.0,2.3,229.8850574712644,1
4501048214937800000,268.0634,16.1158,16.5,0.47,14.4,4.0,2.7,326.797385620915,1
5970607902816680000,254.0621,-37.7918,17.4,0.84,22.6,3.4,3.9,172.71157167530225,1
3220680633925010000,83.3278,-0.6039,13.3,1.0,,,,323.62459546925567,1
3220786839876230000,83.8824,-0.3852,14.6,0.99,4.2,1.4,0.6,333.3333333333333,1
3220702280560140000,83.4337,-0.4105,15.3,1.0,,,,322.5806451612903,1
3220685199475480000,83.4301,-0.6494,16.4,1.0,,,,316.4556962025316,1
3220680492190980000,83.2945,-0.6299,13.2,1.0,,,,308.641975308642,1
3220783781859480000,83.5676,-0.4076,15.8,1.0,,,,330.03300330033005,1
3220708224794870000,82.5611,-0.835,13.5,1.0,,,,326.797385620915,1
3220658781131690000,82.709,-0.9392,14.5,0.99,4.7,1.4,1.8,255.10204081632654,1
3220700493853760000,83.422,-0.4983,15.0,0.72,8.1,1.8,1.8,320.5128205128205,1
5838199352411750000,182.8854,-74.9648,15.7,0.14,18.1,1.4,3.5,288.1844380403458,1
5838209763412860000,183.6417,-74.778,14.6,1.0,10.5,2.6,3.2,105.0420168067227,1
428058675774967000,6.994,58.7275,17.0,0.87,13.8,2.2,2.4,271.00271002710025,1
5193070628615080000,102.2641,-85.0074,16.8,0.52,16.4,4.3,5.1,304.8780487804878,1
5193003352247610000,90.4754,-85.902,16.7,0.42,27.8,8.6,4.9,169.2047377326565,1
5977915665044850000,254.1565,-34.9578,12.1,0.15,,,,289.01734104046244,1
6112326395995740000,205.6696,-41.7239,13.9,0.81,13.7,4.0,4.0,123.76237623762376,1
5559249266711420000,105.998,-43.7772,14.9,1.0,6.5,2.7,2.4,175.43859649122805,1
5559202846705080000,104.9557,-44.4801,16.8,0.14,30.3,22.6,10.9,217.3913043478261,1
5720338371699420000,126.1553,-16.8547,16.9,0.14,29.1,36.1,9.5,258.39793281653743,1
168335024054597000,59.2959,30.3941,12.3,1.0,,,,180.83182640144665,1
168338807923043000,59.1746,30.4238,12.3,1.0,,,,277.0083102493075,1
168359144590929000,59.3913,30.4559,12.3,1.0,,,,214.13276231263384,1
2014758442615250000,344.4481,61.3266,17.3,0.39,17.3,5.8,3.7,324.67532467532465,1
2014742396617510000,344.6113,61.2123,14.0,0.49,11.4,2.6,2.1,205.3388090349076,1
1072347235235030000,160.9211,68.9003,17.1,0.28,25.0,9.6,5.6,243.90243902439028,1
5868916271352160000,205.126,-60.8807,17.1,0.54,15.5,4.8,5.2,319.4888178913738,1
5868923418178480000,205.9286,-60.6284,15.7,0.92,21.8,3.8,5.2,108.57763300760043,1
5175435458536640000,38.1211,-9.5203,15.2,0.13,22.5,60.7,5.0,225.22522522522522,1
3207611426401210000,80.5066,-6.4699,16.2,0.24,24.4,12.6,7.9,187.26591760299627,1
3207613934662100000,80.5906,-6.3832,14.2,0.77,11.9,4.0,4.5,154.79876160990713,1
924375819363462000,114.2261,40.6468,14.9,0.2,24.8,12.2,4.1,124.06947890818857,1
168299740900498000,57.9414,31.1036,16.8,0.18,25.7,19.1,8.5,219.2982456140351,1
168344168042278000,58.8155,30.2858,16.6,0.67,13.5,4.6,2.7,282.4858757062147,1
775746964255525000,161.6951,37.2916,11.3,0.12,,,,304.8780487804878,1
5971042858373750000,250.9854,-38.3339,7.9,0.29,,,,166.9449081803005,1
6391851457545660000,341.2022,-66.8346,14.5,0.88,37.8,11.9,8.6,43.859649122807014,1
5890000575050130000,229.1106,-50.7228,17.5,1.0,,,,143.26647564469914,1
5892925585210330000,217.4163,-55.0252,15.8,1.0,13.1,2.7,2.6,104.4932079414838,1
3207684165967180000,80.2224,-6.1002,16.1,0.34,18.3,7.9,3.8,270.27027027027026,1
3207789822162750000,77.0612,-7.5914,14.6,0.52,,,,298.5074626865672,1
3207607475031330000,80.3335,-6.5778,14.7,0.25,8.8,16.2,1.4,325.73289902280135,1
3207858335481910000,78.1759,-7.37,15.5,0.69,9.9,3.6,2.1,316.4556962025316,1
3207790749875700000,76.9529,-7.6318,16.3,0.6,12.8,3.0,2.0,328.9473684210526,1
3207822768855110000,77.3127,-7.3662,17.8,0.66,31.3,3.7,8.0,134.40860215053763,1
3207755015747880000,77.6164,-7.667,17.0,0.9,13.3,2.0,2.7,277.77777777777777,1
6497964568828510000,353.3688,-54.0842,16.3,0.15,27.4,31.0,7.9,216.45021645021646,1
5897192033898770000,213.4536,-53.2697,14.5,0.46,17.3,6.6,1.5,140.0560224089636,1
5897211515870520000,213.4356,-53.0126,17.0,0.66,13.1,2.3,3.7,308.641975308642,1
5897212443583470000,213.3161,-52.9523,14.9,0.52,18.4,4.4,3.8,137.93103448275863,1
5016403196207810000,20.7608,-32.0552,16.6,0.14,26.0,24.0,9.0,310.55900621118013,1
2984050029228020000,80.8708,-15.2953,17.7,0.17,29.2,24.3,10.7,313.47962382445144,1
6178307294200820000,206.3498,-26.8264,15.4,0.14,24.7,19.2,5.1,199.6007984031936,1
2983809953440160000,82.1943,-15.7793,17.8,0.25,31.8,9.0,7.0,252.52525252525254,1
1815638810972310000,307.795,19.1297,17.7,0.24,42.7,13.5,6.3,178.25311942959001,1
3274046530291580000,59.4086,6.8738,8.6,0.25,,,,311.52647975077883,1
3273959016037630000,58.1783,6.1734,16.8,0.2,22.7,12.2,5.7,225.73363431151242,1
3274291270411230000,54.1707,3.4882,12.4,0.14,32.9,20.2,10.3,26.96871628910464,1
4729524669602160000,56.7261,-57.5611,14.2,0.42,23.8,15.3,7.9,86.65511265164645,1
5855018684872450000,181.9017,-70.9272,14.6,0.98,15.4,4.5,6.3,109.40919037199124,1
5842473841306560000,186.2157,-72.6039,6.6,0.31,,,,99.10802775024777,1
5842448037142180000,185.5862,-72.7365,12.4,1.0,,,,310.55900621118013,1
5854961231077850000,180.1994,-71.5897,18.0,0.21,27.8,8.1,5.3,273.22404371584696,1
5966858980415740000,256.9657,-40.6272,10.8,1.0,,,,194.5525291828794,1
5966883096649420000,257.027,-40.5553,12.6,0.32,,,,141.643059490085,1
6739049260772140000,291.2699,-37.6031,15.8,0.42,13.6,3.4,2.7,308.641975308642,1
2102151200205440000,287.7118,41.1322,17.3,0.15,28.9,36.0,10.0,317.46031746031747,1
5842448032839890000,185.5973,-72.7381,12.5,0.16,,,,274.72527472527474,1
5842480953772010000,186.7674,-72.4518,15.3,1.0,16.0,3.8,6.1,100.90817356205852,1
5822329276475250000,237.5674,-66.8719,15.2,0.18,35.0,40.5,10.4,83.9630562552477,1
2947244766545660000,102.1366,-15.6239,15.8,0.15,26.9,36.1,9.6,177.9359430604982,1
2183475478246590000,308.0711,54.1563,7.4,0.46,,,,316.4556962025316,1
3562483339750420000,166.049,-15.823,16.7,0.5,15.4,5.5,5.3,288.1844380403458,1
2947336747564540000,100.7947,-16.0237,13.2,0.13,,,,234.192037470726,1
3419017275853110000,77.9645,24.5777,16.3,0.23,17.7,6.6,2.6,269.54177897574124,1
3419115128091800000,77.0296,24.4534,14.4,1.0,4.0,1.9,1.7,178.89087656529517,1
3087158621910360000,115.2352,1.7781,17.2,0.2,24.0,10.7,9.4,296.7359050445104,1
6106992866945160000,206.1016,-47.1095,10.2,0.55,,,,140.64697609001405,1
6106992866948450000,206.1042,-47.1108,13.8,1.0,5.5,2.2,2.1,134.77088948787062,1
6106993554140700000,206.1492,-47.1038,14.5,0.45,18.0,7.4,4.0,130.20833333333334,1
543896589440848000,48.0168,71.7212,17.1,0.74,13.5,3.4,3.8,326.797385620915,1
4964416637179070000,32.0637,-38.7859,15.9,0.16,25.9,20.3,6.3,198.80715705765405,1
4964089291951800000,35.1182,-37.3297,17.6,0.49,,,,89.76660682226212,1
4964161619201100000,32.7492,-39.1624,16.4,0.21,24.1,14.5,6.3,251.25628140703517,1
2339601452160720000,357.3497,-22.2783,16.3,0.3,24.8,9.5,6.2,178.57142857142858,1
5477139318896370000,98.8401,-63.4473,16.4,0.61,30.8,5.4,4.0,106.72358591248667,1
5477139318896270000,98.8431,-63.4483,13.3,0.82,11.9,2.8,4.1,108.69565217391305,1
507987604835683000,30.7634,60.5546,15.1,0.24,23.3,6.8,6.8,143.67816091954023,1
507990284895203000,30.7998,60.7039,7.5,0.33,,,,294.11764705882354,1
583853357388306000,136.1552,6.4431,15.7,0.62,22.4,7.5,5.3,139.66480446927375,1
5831863519780580000,247.063,-58.6,5.6,0.86,,,,325.73289902280135,1
2275758760467200000,302.0976,72.2713,16.4,1.0,13.4,2.5,3.1,155.76323987538942,1
2275622558464880000,307.076,72.2058,16.1,0.27,23.7,10.9,7.7,181.48820326678768,1
2275741782459390000,302.4327,72.0991,17.8,0.58,33.7,5.6,10.9,131.75230566534916,1
1858544262959040000,314.3272,30.0506,15.7,0.15,27.2,27.3,8.5,178.57142857142858,1
2275720758597190000,305.5308,73.0201,15.2,1.0,14.1,1.7,3.1,124.22360248447204,1
2275720758597190000,305.5268,73.0196,14.4,1.0,11.5,2.7,4.4,123.91573729863693,1
6067376878880450000,201.493,-53.6726,16.1,0.48,26.6,11.7,7.5,136.23978201634878,1
6067385885437990000,201.779,-53.4789,16.9,0.33,40.2,7.9,9.5,110.01100110011001,1
4795836215873200000,86.3649,-47.1329,17.5,0.61,35.7,6.0,9.4,117.37089201877934,1
3121981117234290000,94.1707,0.0746,15.6,0.39,15.7,8.0,0.9,234.7417840375587,1
4309296578213410000,288.5574,10.1868,17.1,0.18,24.4,15.8,6.4,307.6923076923077,1
2083602366027340000,306.7683,47.6495,9.4,0.25,,,,285.7142857142857,1
6072588705751430000,185.7558,-56.6484,16.1,0.37,30.3,7.4,6.4,114.81056257175659,1
6072564997530150000,184.2491,-56.9662,14.7,1.0,8.0,3.2,2.1,113.12217194570135,1
2189195172090010000,314.5766,56.2783,17.4,0.26,22.8,8.4,6.4,306.7484662576687,1
6708811625861310000,280.3154,-45.2044,17.1,0.24,24.3,9.1,6.2,265.2519893899204,1
6016457297110760000,236.6075,-31.7221,14.5,1.0,2.9,0.9,0.5,178.25311942959001,1
6016457262751020000,236.6048,-31.7254,15.1,0.99,7.5,3.2,3.3,178.25311942959001,1
6016421494262600000,236.9029,-31.4452,14.1,0.99,14.7,2.3,2.8,78.67820613690007,1
6076569040922730000,180.7744,-54.9985,15.7,0.95,21.0,3.6,5.7,109.17030567685589,1
6016479837099160000,236.3971,-31.406,16.3,1.0,8.8,2.2,1.4,116.41443538998836,1
4070773890132160000,269.8557,-21.3884,16.1,0.35,19.9,8.3,4.6,191.57088122605364,1
6087062882961610000,200.1949,-46.0616,15.0,0.65,18.4,6.3,5.4,135.50135501355012,1
6087108272175990000,200.1334,-46.0636,17.3,0.25,46.7,12.7,7.8,128.8659793814433,1
6087056870007360000,200.1889,-46.1939,11.8,0.15,6.9,10.1,0.8,126.7427122940431,1
2460523443176200000,26.8616,-11.8235,14.6,0.18,24.6,20.6,8.5,127.38853503184714,1
2133906917078300000,285.4108,51.1382,16.4,0.48,25.5,7.9,5.8,149.2537313432836,1
2134001986177630000,284.1852,51.9389,15.4,0.12,22.1,11.1,6.8,279.3296089385475,1
341080708938846000,40.1086,45.567,16.2,0.26,19.9,7.8,4.3,277.77777777777777,1
6063693897206580000,201.8981,-56.3204,13.9,0.75,11.8,2.7,3.8,126.58227848101265,1
3119194817330160000,98.5072,-0.7455,17.2,0.95,10.7,2.5,3.3,257.0694087403599,1
4969341177961280000,31.8574,-34.3715,17.0,0.57,17.2,4.4,4.2,284.09090909090907,1
1931862240903670000,346.052,43.5878,11.1,0.72,,,,178.57142857142858,1
6724808248758070000,272.9015,-41.8623,14.9,1.0,4.8,2.3,2.1,160.77170418006432,1
6883437402607550000,315.6858,-15.5934,16.2,0.3,25.1,5.3,7.0,175.43859649122805,1
6883498666021500000,314.2951,-15.9264,15.5,0.4,17.1,6.5,2.4,224.7191011235955,1
6099826976008900000,219.7333,-43.1661,15.1,1.0,10.7,2.6,3.1,123.15270935960592,1
6099875659460240000,218.3892,-43.6186,17.2,0.61,27.9,4.4,4.7,155.03875968992247,1
3317584270175130000,94.2334,4.4756,15.1,1.0,12.7,2.1,3.0,132.27513227513228,1
6197184847998850000,225.2988,-40.2293,16.1,0.7,18.7,5.2,4.8,156.4945226917058,1
3317571728871290000,94.2375,4.3115,16.8,0.14,28.4,17.5,10.3,301.20481927710847,1
3317536196605290000,93.8708,3.99,16.0,0.15,24.5,22.9,8.2,239.80815347721824,1
6074895579914330000,191.4543,-53.3691,18.3,0.44,,,,125.0,1
3317559668602570000,93.7266,4.2734,16.7,0.34,17.3,6.0,3.2,324.67532467532465,1
5311080249578050000,138.1737,-54.0476,15.2,0.46,22.6,11.1,4.0,142.85714285714286,1
5199791049843850000,167.9628,-79.5032,16.9,1.0,12.3,2.9,3.1,151.285930408472,1
3343997868072600000,92.3501,12.456,17.4,0.2,35.6,16.7,9.7,213.67521367521368,1
3317535337611340000,93.876,3.9582,7.0,0.63,,,,331.12582781456956,1
4070529759861820000,267.9188,-21.7093,11.9,0.91,,,,257.7319587628866,1
776391484227475000,163.0237,39.5192,15.9,0.13,28.6,19.2,11.5,205.3388090349076,1
4891025610415010000,67.6753,-29.0008,17.3,0.41,20.1,5.3,3.6,268.0965147453083,1
4299607686055310000,301.296,9.4993,17.1,0.37,17.5,3.6,5.5,308.641975308642,1
713109058132530000,132.9461,33.255,14.6,0.68,20.5,5.3,4.6,84.96176720475786,1
713251101290914000,133.6905,33.9913,16.6,0.15,24.6,24.1,7.8,319.4888178913738,1
4258435541132140000,280.5737,-4.1249,12.0,0.33,,,,287.35632183908046,1
5521788115293560000,127.2876,-46.5979,17.4,0.33,35.3,11.3,9.1,187.96992481203006,1
4198643102385940000,286.1202,-12.2947,17.7,0.16,36.6,32.6,11.0,238.09523809523807,1
468029531214275000,45.6455,64.8228,16.9,0.38,28.6,9.8,5.7,171.52658662092625,1
5900818017114340000,227.0744,-50.0858,15.9,0.16,27.0,24.5,10.8,166.9449081803005,1
6014575723474340000,236.0901,-35.4253,14.3,0.96,10.5,4.0,2.9,138.50415512465375,1
6014564453480330000,236.2893,-35.4421,15.4,0.28,22.8,7.2,5.3,128.2051282051282,1
2226894024189740000,342.5924,71.0518,17.1,0.13,28.4,27.7,9.4,288.1844380403458,1
563141032224230000,18.9628,76.8576,16.8,0.4,17.2,5.9,3.1,300.3003003003003,1
563075611282300000,15.6009,76.3975,11.3,0.89,,,,258.39793281653743,1
563065470862443000,16.4434,76.336,12.5,0.24,,,,319.4888178913738,1
563017165367557000,17.0745,76.248,11.4,0.85,,,,288.1844380403458,1
563178381259650000,16.5439,76.9403,16.2,0.13,22.7,78.3,3.3,315.45741324921136,1
2194795839504690000,307.0769,61.0023,17.6,0.65,30.3,8.0,5.3,177.3049645390071,1
6014590429442470000,236.2787,-35.1061,15.1,1.0,6.8,2.4,2.0,146.6275659824047,1
6014539645747430000,233.6094,-32.9972,15.2,1.0,5.0,1.7,1.7,127.06480304955527,1
6014539542668220000,233.5963,-33.0026,12.1,0.11,,,,127.55102040816327,1
2063100429834860000,309.5158,37.7474,16.2,0.55,23.0,6.5,3.8,146.6275659824047,1
5431759342987710000,145.4324,-39.6826,16.9,0.26,20.5,4.4,5.0,321.54340836012864,1
452953680611178000,40.7569,52.9369,16.4,0.13,25.1,46.6,4.2,286.5329512893983,1
452933167847494000,40.8228,52.5493,15.9,0.17,32.8,22.2,3.9,127.8772378516624,1
1121271791819780000,144.0279,74.3187,6.4,0.39,,,,153.1393568147014,1
253203169804236000,71.0004,45.5073,17.2,0.28,26.7,15.8,6.0,214.59227467811158,1
253185302740168000,70.1863,45.6854,12.1,0.25,,,,198.80715705765405,1
253210694586769000,70.4364,45.4355,13.5,0.11,,,,280.1120448179272,1
457587847244933000,37.6386,56.699,17.2,0.21,20.8,6.7,5.7,321.54340836012864,1
253201829774468000,70.8659,45.4466,10.9,1.0,,,,214.13276231263384,1
253213473428404000,70.7074,45.445,11.6,1.0,,,,252.52525252525254,1
3313463953428630000,68.7469,17.5605,14.3,1.0,,,,143.0615164520744,1
3313437702588460000,69.1774,17.5231,17.5,0.2,34.7,33.1,10.5,204.4989775051125,1
3313635511601100000,65.9876,16.546,15.5,0.42,25.3,11.3,6.3,117.37089201877934,1
3313414750283300000,68.8049,17.4304,14.2,1.0,,,,153.60983102918587,1
3313565452094660000,66.4704,16.2257,11.3,1.0,,,,257.7319587628866,1
3313455329134360000,68.6304,17.3722,14.5,1.0,7.2,3.6,2.4,147.49262536873155,1
3313476524795020000,68.2219,17.5926,12.7,1.0,2.4,0.8,0.8,146.84287812041117,1
4156381899809630000,278.5349,-8.61,14.3,0.65,,,,292.39766081871346,1
3313735945116440000,66.3933,16.725,13.4,0.34,18.7,16.9,1.8,100.70493454179255,1
3313565383375180000,66.4857,16.219,15.2,0.34,21.3,8.6,5.9,121.50668286755771,1
3313733196337240000,67.1782,17.197,17.5,0.34,20.8,7.8,3.7,255.10204081632654,1
4156366227456920000,278.3838,-8.9369,12.9,0.95,,,,324.67532467532465,1
4154933117131790000,277.589,-10.8436,13.4,1.0,,,,307.6923076923077,1
4154940165180380000,277.193,-10.9438,16.5,0.34,17.8,6.2,3.8,245.09803921568627,1
6713402563640750000,291.4891,-41.8872,8.8,0.25,,,,303.03030303030306,1
5239823134370970000,160.5586,-64.4664,4.7,0.62,,,,131.4060446780552,1
5892203652747440000,212.9205,-57.5803,12.9,0.99,,,,326.797385620915,1
5892208256952660000,212.8599,-57.4395,17.4,0.99,7.0,2.1,2.4,282.4858757062147,1
5892187228792410000,213.0504,-57.7052,12.3,0.13,4.7,3.4,1.5,321.54340836012864,1
5892194409977980000,213.2071,-57.4608,10.8,1.0,,,,215.0537634408602,1
1366955328584740000,264.6034,49.199,17.0,0.84,17.9,3.6,4.9,243.90243902439028,1
5519862870430690000,124.4823,-45.1665,16.5,0.72,13.4,4.7,2.8,324.67532467532465,1
5239835710037140000,161.7132,-64.3834,4.8,0.74,,,,157.72870662460568,1
1933966156406480000,341.4464,43.4953,14.5,0.21,24.6,17.9,7.7,123.15270935960592,1
400914379378175000,16.862,45.8068,16.3,0.13,24.7,33.5,6.2,315.45741324921136,1
5239479880579920000,161.2378,-65.4156,14.8,0.14,21.3,36.6,2.8,153.60983102918587,1
3102819030447220000,103.4044,-3.2546,16.7,0.13,27.4,18.9,9.3,295.85798816568047,1
5054483956802870000,48.9567,-33.012,16.6,0.29,25.5,13.4,6.7,198.80715705765405,1
5054454407427870000,48.5111,-33.2361,16.7,0.98,12.8,2.1,3.3,245.09803921568627,1
5908271297175320000,224.8441,-43.9797,16.8,0.3,36.9,14.1,10.4,142.65335235378032,1
2394302812772610000,355.3563,-17.6874,16.9,0.29,19.5,6.0,4.6,293.2551319648094,1
