Gaia,RAdeg,DEdeg,Gmag,P,Age,E_Age,e_Age,distance_pc,table_origin
5907514553993540000,226.5328,-44.2116,17.5,0.39,39.8,4.7,6.0,141.04372355430183,1
5907535792616470000,226.3374,-44.3377,13.9,0.97,8.7,2.5,3.9,147.05882352941177,1
5907535792616010000,226.3368,-44.3304,15.1,0.6,19.2,4.2,4.2,149.47683109118086,1
5298428169260190000,134.5332,-61.2241,14.0,0.14,28.0,13.6,8.1,70.37297677691765,1
5298432189349540000,134.1456,-61.3678,15.0,0.98,12.9,2.4,4.0,146.6275659824047,1
2255349831791680000,285.6252,66.267,14.7,1.0,4.6,2.4,1.9,190.11406844106466,1
2255383916652450000,286.0784,66.6949,17.2,0.71,24.0,5.0,6.7,198.80715705765405,1
5298425111243570000,134.6996,-61.2544,11.8,0.85,,,,130.89005235602096,1
2235196402130280000,295.9467,56.8304,16.3,0.48,15.3,6.1,3.5,280.1120448179272,1
4442478604913450000,253.5836,8.5251,17.2,0.29,20.3,7.5,5.5,288.1844380403458,1
1194212877810140000,235.8021,14.4368,14.4,0.25,24.1,16.3,6.5,91.74311926605505,1
531114350154995000,4.525,71.1335,12.4,0.2,,,,268.81720430107526,1
4442400436508620000,253.7819,8.1217,16.8,0.17,22.3,11.5,5.1,320.5128205128205,1
6134717263099250000,197.2996,-44.7879,16.6,1.0,15.6,3.7,4.6,134.2281879194631,1
6134738359978870000,197.4981,-44.5717,16.5,0.47,32.3,5.6,7.3,125.94458438287153,1
6491354030044370000,343.3686,-59.3561,14.0,0.11,15.5,9.7,2.6,196.07843137254903,1
6729170831698340000,282.8171,-38.7677,13.6,0.21,14.0,2.1,2.6,153.1393568147014,1
5944360464270580000,248.9471,-43.6355,15.0,0.12,21.5,36.3,4.2,189.0359168241966,1
6729170835996190000,282.8179,-38.7686,14.0,1.0,2.5,0.6,0.7,155.03875968992247,1
5944376407189910000,249.6095,-43.3985,5.8,0.37,,,,195.3125,1
5944355104150870000,248.8603,-43.6664,15.2,0.75,12.4,6.9,3.4,198.01980198019803,1
5944372146582390000,249.3855,-43.4622,17.0,0.76,18.9,4.8,4.3,193.42359767891682,1
424769589817500000,9.1959,57.0602,15.4,0.27,16.7,5.0,3.7,247.5247524752475,1
6729141458420440000,283.585,-38.619,13.9,0.55,13.5,2.6,2.2,153.1393568147014,1
6729159016246150000,283.0158,-38.7924,13.5,1.0,3.1,1.5,0.6,144.50867052023122,1
4273328804086790000,277.214,0.8741,15.2,1.0,6.2,2.8,1.7,154.79876160990713,1
525001344680907000,17.9228,65.0188,5.5,0.3,,,,119.76047904191617,1
524922763965158000,19.5785,65.2265,16.3,0.34,19.9,7.4,3.9,218.34061135371178,1
5891843253451040000,214.6581,-58.6682,14.6,1.0,4.0,2.2,1.0,108.93246187363835,1
5526840955331940000,127.1065,-41.933,13.7,0.28,,,,320.5128205128205,1
5232010279604260000,161.5775,-68.6405,16.3,1.0,5.8,1.5,2.3,192.67822736030828,1
5339431294370080000,167.7281,-58.4552,6.9,0.37,,,,295.85798816568047,1
4069959942277820000,270.6541,-21.8124,17.4,0.61,13.8,2.7,3.8,274.72527472527474,1
2549833371086380000,12.9039,2.4398,15.3,0.12,22.1,31.4,4.8,239.80815347721824,1
2549886147644610000,12.0379,1.9938,16.0,0.44,18.9,8.2,4.9,209.643605870021,1
4336897382381060000,255.5529,-8.0002,13.3,0.43,,,,217.3913043478261,1
4336906414695130000,255.7315,-7.8358,12.9,0.8,,,,250.62656641604008,1
2175148223855390000,327.6226,56.6824,11.7,0.1,,,,328.9473684210526,1
2238054720046860000,300.7247,61.9705,17.0,0.14,25.1,11.3,6.4,323.62459546925567,1
5553547508645940000,94.7609,-48.9875,16.4,0.55,21.0,7.3,4.4,198.01980198019803,1
5553482018984850000,93.1156,-48.4527,17.0,0.99,8.4,2.9,2.5,314.4654088050314,1
5852861266951410000,214.9714,-64.6187,14.9,0.44,13.3,3.2,2.8,202.02020202020202,1
3217397011169000000,84.2953,-1.3227,15.3,1.0,2.8,1.3,0.6,330.03300330033005,1
3217474488083700000,84.6408,-1.4134,16.1,1.0,6.3,2.5,2.4,264.55026455026456,1
5507400043558040000,113.131,-47.2556,17.1,0.23,25.5,9.6,7.9,256.4102564102564,1
3217490985053100000,84.5859,-1.2219,14.3,0.11,,,,317.46031746031747,1
3217494352307460000,84.5385,-1.1787,15.7,0.99,5.2,2.2,2.2,317.46031746031747,1
3217446798429590000,85.6968,-1.1938,15.8,0.19,30.1,19.6,5.7,129.19896640826872,1
3217398763515660000,84.3515,-1.2849,15.0,1.0,5.9,1.8,1.3,321.54340836012864,1
3217382403983050000,84.1808,-1.6164,12.6,0.87,,,,327.8688524590164,1
3217513215803740000,85.0631,-0.9574,15.1,0.71,9.7,1.5,1.3,327.8688524590164,1
3217502426845830000,84.5986,-1.0266,14.6,1.0,5.1,1.7,0.6,325.73289902280135,1
3217502495565300000,84.5992,-1.0206,15.6,1.0,3.8,2.3,1.0,316.4556962025316,1
3212139730680060000,76.8086,-4.3175,16.8,0.64,13.7,2.2,4.0,316.4556962025316,1
3212084548940380000,77.2537,-4.2783,14.3,1.0,9.7,3.8,2.8,136.79890560875515,1
5553445249768650000,92.088,-48.9461,15.8,0.14,22.4,51.4,3.2,268.81720430107526,1
5944114379879930000,247.3792,-44.0206,16.5,0.8,15.4,3.1,3.8,193.7984496124031,1
4812425956551460000,76.8133,-43.3375,13.1,0.71,17.9,6.1,4.1,59.80861244019139,1
5215178848217870000,135.7129,-77.9929,12.9,1.0,8.7,2.7,3.5,95.78544061302682,1
5215248396623860000,134.4651,-77.6368,13.4,0.72,16.0,16.9,3.5,93.89671361502347,1
3212111109018080000,77.526,-4.1678,17.1,0.14,30.4,35.3,9.3,271.7391304347826,1
3211934774840880000,76.4082,-5.0346,13.2,1.0,,,,303.03030303030306,1
3212008510839240000,76.3616,-4.695,16.2,0.17,25.6,17.2,9.2,234.192037470726,1
6092598133736100000,212.5002,-48.3807,11.8,0.16,,,,137.36263736263737,1
5869560447765560000,201.0339,-60.2054,14.4,1.0,3.9,2.1,0.9,114.28571428571429,1
5869572331861260000,201.934,-60.1277,12.9,0.95,8.3,2.8,0.7,130.718954248366,1
5869553472737800000,200.6214,-60.2971,16.6,0.99,18.6,3.3,3.9,127.38853503184714,1
6092600435838600000,212.5606,-48.2958,15.6,0.34,27.9,5.0,4.6,111.11111111111111,1
6092586417064620000,213.0993,-48.0766,15.5,0.45,20.8,5.3,4.5,132.80212483399734,1
4803221463678510000,88.826,-43.7135,13.9,0.13,,,,107.18113612004286,1
1103233650733070000,102.8278,68.3988,16.5,0.31,21.7,5.8,6.3,232.01856148491882,1
4197714225538830000,285.8366,-13.3148,15.8,0.9,15.0,2.6,4.3,163.6661211129296,1
4803074747596060000,84.5832,-42.2374,16.5,0.99,15.8,2.9,5.2,179.53321364452424,1
4803040765814970000,84.4482,-42.6752,13.7,0.62,48.1,16.6,7.5,29.994001199760046,1
4803265856460710000,89.9311,-43.6926,13.3,1.0,7.7,2.7,3.2,102.45901639344262,1
4257052909590690000,276.7917,-5.6224,13.1,0.29,,,,312.5,1
4257056998400250000,277.149,-5.5359,12.5,0.96,,,,324.67532467532465,1
6364058930333140000,281.0724,-78.9559,15.9,0.14,23.6,32.7,4.8,255.7544757033248,1
1469118444344910000,202.8901,32.9932,16.7,0.36,21.1,7.8,5.4,234.7417840375587,1
4833995144872800000,52.6458,-47.3168,15.9,0.18,23.7,23.8,6.8,232.55813953488374,1
4257039165695850000,277.3284,-5.6906,12.9,0.47,,,,273.972602739726,1
1103356589877880000,104.0142,68.984,15.7,0.2,16.5,2.1,3.3,333.3333333333333,1
5849620701295810000,219.3629,-66.1933,16.7,0.13,25.7,24.8,10.1,287.35632183908046,1
6199886176269400000,229.5107,-36.0219,15.8,0.83,17.9,5.7,4.4,136.23978201634878,1
2261645394853490000,293.8632,69.9424,14.9,0.24,16.2,10.3,4.3,222.71714922048997,1
5578115511854640000,103.3221,-36.831,17.2,0.52,25.0,5.5,5.3,212.31422505307856,1
6199875662189020000,229.2903,-36.3102,16.5,1.0,9.3,2.3,1.9,146.19883040935673,1
753975946830705000,155.9061,37.0643,15.8,0.2,22.1,9.7,5.8,215.51724137931035,1
1310366797997520000,255.0063,31.6045,16.1,0.17,26.0,22.3,7.3,203.66598778004072,1
1310350786359440000,254.9324,31.3816,16.2,0.33,21.3,7.6,5.5,207.0393374741201,1
3944253774281800000,195.9239,22.0846,16.2,0.14,23.8,73.6,4.0,284.90028490028493,1
4453544227374770000,245.3502,10.2078,16.8,0.2,25.1,11.7,6.5,250.62656641604008,1
4821555235956760000,81.6868,-36.5848,7.2,0.32,,,,160.77170418006432,1
5606759640888960000,109.168,-28.5864,17.6,0.17,33.7,18.5,7.1,277.77777777777777,1
6126035828531830000,180.5148,-52.4253,15.0,0.2,19.0,15.0,3.1,200.0,1
6126008031497050000,186.2297,-50.0307,15.9,0.32,18.5,6.2,3.7,242.13075060532688,1
5533281619572790000,122.7248,-42.6651,15.5,1.0,3.9,2.1,1.4,321.54340836012864,1
6647697505411840000,270.7932,-58.6739,16.6,0.33,22.9,5.2,5.0,203.66598778004072,1
3323022867003490000,88.9575,8.0444,15.8,0.16,24.9,8.7,6.2,203.66598778004072,1
4103378120793010000,280.2796,-15.3237,15.6,0.15,26.3,26.7,9.3,142.45014245014247,1
4195883710453610000,299.878,-7.318,15.9,0.48,16.8,6.1,3.2,206.61157024793388,1
4524219185547530000,277.3369,17.9839,6.7,0.36,,,,242.71844660194174,1
5241149935659310000,162.9366,-64.17,17.9,0.22,,,,147.92899408284023,1
3693857971199570000,186.6614,-2.3642,16.5,0.33,18.3,6.2,3.6,296.7359050445104,1
1092063883903920000,123.876,65.6447,17.1,0.54,20.4,5.8,4.2,253.1645569620253,1
6264782341838320000,234.205,-15.2866,18.1,0.32,38.3,5.9,7.1,159.2356687898089,1
2897494412305870000,91.1937,-28.8483,14.8,0.27,22.7,4.9,4.9,91.91176470588235,1
5984189723203920000,239.7172,-49.1121,8.9,0.41,,,,296.7359050445104,1
6031773116121200000,248.7406,-30.0381,17.4,0.19,47.8,15.2,8.3,150.60240963855424,1
5339797534795810000,170.3104,-57.5689,16.0,0.15,27.7,24.7,6.8,167.50418760469012,1
1439337342975860000,263.6174,62.3588,17.3,0.19,26.0,20.5,8.9,305.8103975535168,1
6031817921235340000,247.7578,-30.0262,15.9,0.69,23.2,5.6,5.1,114.54753722794959,1
6244125713805090000,241.6337,-20.3484,16.6,1.0,10.0,2.0,2.7,164.4736842105263,1
2363542703675790000,7.6348,-18.9734,16.2,0.13,25.3,54.7,4.2,291.5451895043732,1
3416571201781830000,82.9342,23.7377,17.7,0.63,25.2,4.2,7.0,170.64846416382252,1
3416453833212000000,82.1678,24.0478,13.3,0.14,,,,322.5806451612903,1
6031805311211320000,247.895,-30.0588,16.8,0.67,22.7,3.0,5.3,155.52099533437016,1
6031820532575330000,247.6081,-29.9993,15.6,1.0,5.3,2.0,1.7,164.20361247947454,1
2591155590743050000,18.7112,14.8967,15.5,0.15,20.6,16.5,1.8,250.0,1
4061269161901110000,263.7131,-27.6989,13.1,0.8,,,,262.4671916010499,1
1870045051508000000,313.853,36.5439,17.8,0.21,29.9,21.6,7.2,296.7359050445104,1
4179344650389100000,292.558,-19.2668,16.3,0.28,25.3,12.5,6.4,164.74464579901152,1
5845346212388020000,201.4332,-67.8194,16.8,0.4,16.7,6.4,3.2,309.59752321981426,1
6244185568469380000,241.6196,-20.066,14.8,1.0,5.8,2.2,2.0,126.42225031605562,1
6244134269380110000,241.8433,-20.1996,16.4,1.0,5.0,2.1,1.6,154.320987654321,1
6244177803168490000,241.5949,-20.1902,15.3,1.0,8.8,2.3,3.4,151.05740181268882,1
6244094476506860000,241.2852,-20.259,13.8,1.0,2.3,0.7,0.9,140.25245441795232,1
6244113894055560000,242.0058,-20.4617,13.0,0.88,4.8,2.8,1.1,143.0615164520744,1
6244153510833940000,242.1046,-20.2069,13.7,0.57,10.2,2.9,1.4,157.9778830963665,1
6244132207795640000,241.7697,-20.2656,15.9,0.98,11.4,2.8,2.8,156.4945226917058,1
6244077816335060000,241.4391,-20.3859,14.9,1.0,4.5,1.6,1.9,145.1378809869376,1
6244187217736970000,241.6662,-20.0246,14.1,0.96,8.5,5.3,2.3,153.37423312883436,1
6244106163113920000,241.7473,-20.5514,13.8,1.0,2.5,0.8,0.8,136.61202185792348,1
6244108637015080000,241.8981,-20.4538,16.6,0.98,12.9,2.7,3.1,165.28925619834712,1
6244106163113920000,241.7506,-20.5527,14.1,0.72,11.4,3.6,2.7,139.2757660167131,1
6244135540690910000,242.2394,-20.3799,15.3,0.36,22.9,8.9,6.2,117.6470588235294,1
6244189038802960000,241.3689,-20.1772,13.9,0.71,11.2,3.5,1.0,153.60983102918587,1
6244124751732400000,241.6979,-20.3757,13.9,0.58,11.1,3.2,2.3,139.86013986013987,1
6244078950206440000,241.3246,-20.4056,13.1,1.0,2.8,1.1,0.5,140.0560224089636,1
6244127741029630000,241.8322,-20.3489,15.0,1.0,5.7,2.4,2.1,164.20361247947454,1
6244083039015460000,240.9902,-20.5183,12.1,0.98,,,,142.65335235378032,1
3416536945122110000,81.6333,24.4058,11.9,1.0,,,,253.80710659898477,1
3416450977058340000,81.9941,23.9014,13.2,0.2,8.5,13.7,1.5,325.73289902280135,1
3416537460520360000,81.7146,24.463,16.8,0.95,14.5,2.6,3.6,191.57088122605364,1
6093793577751700000,208.4325,-49.566,17.5,0.99,,,,129.5336787564767,1
6733926704822180000,280.094,-34.871,16.5,0.97,14.8,3.1,3.5,147.27540500736376,1
6081325425131770000,194.7285,-51.2684,16.3,0.2,28.9,11.2,6.6,156.73981191222572,1
6081304328252770000,195.0484,-51.5164,14.3,0.68,13.9,3.3,1.1,136.986301369863,1
6081307863001620000,194.8328,-51.4514,12.4,0.16,,,,104.4932079414838,1
6733911449115950000,280.4094,-35.0426,15.3,1.0,4.0,2.2,1.1,148.58841010401187,1
6081328723666900000,195.1445,-51.2182,14.8,0.85,23.2,5.3,4.7,76.16146230007615,1
6220173638969890000,218.0215,-30.0547,15.5,0.24,23.9,11.2,8.7,132.80212483399734,1
5426197158479850000,142.3742,-40.8897,17.2,0.15,27.0,22.4,8.1,326.797385620915,1
1194341550734640000,234.4206,14.3994,16.5,0.2,19.6,9.4,3.3,313.47962382445144,1
6903165355630160000,311.4601,-9.2553,17.0,0.97,20.2,3.4,3.3,154.08320493066256,1
5968750518394680000,248.0496,-41.9716,14.7,0.99,8.1,4.1,3.0,170.64846416382252,1
5066261547401200000,42.9915,-28.1789,15.5,0.52,14.9,4.9,1.2,225.73363431151242,1
4326527201025130000,252.5942,-14.2276,16.6,0.96,6.7,3.2,2.0,265.95744680851067,1
5968748864801790000,247.9248,-42.0754,15.0,0.99,10.2,3.2,3.4,165.28925619834712,1
1512208957871870000,209.5105,50.7889,12.9,0.35,,,,219.2982456140351,1
5204495963178890000,158.371,-76.4253,15.5,0.17,18.9,12.5,2.9,220.26431718061673,1
5204523004293420000,160.3871,-76.0405,14.2,0.35,25.5,20.8,8.0,77.82101167315176,1
6146618922411540000,186.7053,-41.792,12.4,0.13,,,,151.51515151515153,1
5789258681110330000,194.7335,-76.503,15.9,1.0,,,,192.67822736030828,1
5789239989411570000,195.556,-76.6328,12.6,1.0,,,,194.17475728155338,1
2229183413556640000,358.6824,74.4779,16.5,0.36,19.7,5.7,4.2,268.81720430107526,1
4326481468213110000,252.7778,-14.1786,12.5,0.99,,,,265.95744680851067,1
4326497720369530000,252.2611,-14.4095,14.2,0.99,,,,296.7359050445104,1
4326516648289150000,252.0734,-14.1859,15.6,1.0,4.6,2.0,1.4,121.95121951219514,1
4326579187311960000,251.0364,-14.7077,14.0,0.16,26.6,14.2,8.9,86.28127696289906,1
5789268473634890000,195.6677,-76.2956,17.3,0.23,21.9,9.4,5.1,299.4011976047904,1
4326521359869380000,252.3137,-14.3692,11.0,1.0,,,,120.91898428053204,1
4326511906643770000,252.1901,-14.2767,12.2,1.0,,,,123.91573729863693,1
5789245005933440000,195.817,-76.494,16.1,1.0,,,,201.2072434607646,1
5789221641309120000,193.0619,-76.4744,14.4,1.0,9.0,3.2,3.0,103.7344398340249,1
5789204289641190000,193.4257,-76.6445,12.4,1.0,,,,211.4164904862579,1
2057960277395670000,305.3336,37.3488,17.2,0.2,23.3,13.6,4.7,328.9473684210526,1
1646521999785540000,237.2796,68.5583,16.7,0.23,23.2,10.7,4.5,262.4671916010499,1
1926476042677460000,355.1026,44.3338,4.1,0.28,,,,50.05005005005005,1
6773138759802150000,291.6761,-21.191,14.3,0.35,17.2,1.8,2.8,177.3049645390071,1
1898621049461140000,330.8172,31.1717,15.4,0.27,19.8,7.3,3.3,202.42914979757083,1
4067480504879940000,269.1262,-24.8038,12.3,0.42,12.2,3.3,2.4,95.60229445506691,1
5182387876717620000,49.4565,-4.5212,16.4,0.23,36.1,15.6,9.2,136.61202185792348,1
5230686433236410000,155.1566,-71.1553,8.7,0.26,,,,265.2519893899204,1
5230688284360120000,155.1553,-71.0902,14.8,1.0,11.4,3.0,3.2,89.44543828264759,1
4114516134844170000,259.0751,-22.678,12.5,0.14,,,,215.0537634408602,1
4114518574385600000,258.8535,-22.6587,12.0,0.88,,,,234.192037470726,1
6070533095727930000,205.4461,-49.4529,16.7,0.2,45.8,25.1,8.2,120.04801920768307,1
5631845312210080000,142.7793,-32.0629,15.4,0.14,24.0,19.3,5.7,210.0840336134454,1
4114490399401180000,258.817,-22.8297,13.1,0.14,,,,282.4858757062147,1
6024240117143640000,248.9081,-33.2484,16.3,1.0,,,,136.61202185792348,1
5181949583894950000,47.9188,-4.8908,15.2,0.23,21.7,12.8,5.3,170.64846416382252,1
2859634997143930000,7.5956,31.8333,16.8,0.16,35.4,39.7,7.6,177.61989342806396,1
6024261183988100000,248.9222,-33.0282,15.3,0.73,16.0,5.3,6.7,137.5515818431912,1
6024259431641390000,248.9224,-33.1272,15.4,0.42,19.8,5.0,4.5,145.7725947521866,1
6024233490027940000,248.8999,-33.4431,10.8,0.53,,,,134.9527665317139,1
1392707162216800000,229.3803,42.8593,15.3,0.19,21.8,43.6,3.2,210.52631578947367,1
1392695995301850000,228.9654,42.7547,16.5,0.14,27.6,22.4,8.1,245.09803921568627,1
4288560476107270000,291.0624,1.3957,16.9,0.14,25.4,27.5,9.9,318.4713375796178,1
5617509669151640000,107.5273,-24.3782,17.2,0.26,25.1,5.5,6.9,271.7391304347826,1
2271734273031720000,315.6275,70.8675,14.6,0.13,25.0,10.3,6.2,117.50881316098707,1
2009407016445060000,350.2996,57.4627,16.6,0.49,16.7,5.1,3.6,284.90028490028493,1
6735238246097070000,280.8916,-34.6671,17.8,0.75,24.9,3.6,5.0,144.0922190201729,1
6649998955047310000,280.5494,-55.4846,16.7,0.21,21.5,6.6,5.0,292.39766081871346,1
5780932216991340000,243.0577,-75.4217,16.4,0.19,20.6,17.6,5.2,303.951367781155,1
4075966982296870000,279.4904,-25.7291,12.3,0.79,,,,290.69767441860466,1
4507071614536690000,282.0212,13.8863,16.4,0.14,27.1,30.7,7.8,201.2072434607646,1
5695347434480000000,126.3539,-25.0788,16.8,0.24,20.7,7.2,4.7,319.4888178913738,1
5316410132173030000,128.1086,-54.9957,16.3,0.98,13.8,3.0,3.4,181.8181818181818,1
5316415114335280000,127.6468,-55.088,16.9,0.22,23.5,16.9,6.0,280.8988764044944,1
4157905921695840000,273.8336,-8.893,13.2,1.0,,,,242.71844660194174,1
4157910598933210000,273.8092,-8.7962,17.3,0.24,19.5,4.8,4.4,295.85798816568047,1
4157935956420930000,274.0274,-8.6808,13.7,1.0,2.4,1.4,0.6,301.20481927710847,1
5793791928893270000,226.3052,-73.0505,17.2,0.18,42.0,30.0,6.3,151.51515151515153,1
4157937876252530000,274.0502,-8.6206,12.4,0.37,,,,233.1002331002331,1
2849648407906920000,4.1555,25.7289,15.9,0.15,31.7,20.4,7.7,141.04372355430183,1
4157936196939120000,273.986,-8.6631,14.1,0.51,,,,326.797385620915,1
4157943305091190000,274.2776,-8.5209,11.8,0.94,,,,201.61290322580646,1
4158814874212260000,271.8441,-8.7404,12.5,0.7,,,,291.5451895043732,1
1004640649227570000,95.6468,58.9281,14.8,0.28,19.4,3.3,3.5,209.643605870021,1
4158827007514350000,272.0854,-8.4687,13.6,0.11,,,,283.28611898017,1
2006021448358770000,334.7802,55.8294,16.6,0.16,29.8,27.4,11.7,197.2386587771203,1
2006018660905930000,335.2663,55.9858,8.0,0.42,,,,316.4556962025316,1
6073570810148690000,191.1434,-55.2129,15.1,1.0,16.2,4.0,5.0,103.41261633919338,1
4667529874700860000,57.0994,-68.4472,17.7,0.19,37.6,17.6,10.9,226.75736961451247,1
1848830490030610000,323.0054,28.1493,16.3,0.18,28.3,13.4,8.3,171.82130584192439,1
2006004852605260000,335.1103,55.6842,8.2,0.37,,,,305.8103975535168,1
6073534732422140000,190.1502,-55.5431,17.0,0.48,37.3,9.8,6.1,111.11111111111111,1
2911361384235930000,89.7183,-25.7523,15.7,0.77,14.6,3.7,4.0,195.3125,1
3887444413655930000,156.8853,14.8955,16.6,1.0,5.2,1.8,1.8,292.39766081871346,1
4616066820646650000,61.1812,-82.4624,17.0,0.13,28.3,17.9,10.2,319.4888178913738,1
5943645128921150000,247.8861,-46.2396,16.7,0.14,29.2,48.6,9.7,227.27272727272725,1
2903182357754850000,89.0816,-30.6629,12.9,0.13,,,,249.37655860349128,1
5865287470670930000,204.1315,-62.5416,17.5,0.3,49.9,11.4,7.0,117.37089201877934,1
2890062263458260000,91.1962,-32.5802,15.5,0.92,13.5,2.5,4.0,197.62845849802372,1
2890122152481960000,91.0844,-32.1719,5.6,0.97,,,,289.8550724637681,1
881858598069800000,117.3636,33.3869,15.8,0.15,21.4,18.1,2.2,319.4888178913738,1
5943642483220730000,248.1438,-46.0644,14.9,0.6,12.8,3.8,3.0,184.1620626151013,1
3538138846642310000,168.8053,-22.1169,17.1,0.17,27.9,17.3,5.3,268.81720430107526,1
3445056116382140000,86.205,31.3488,16.8,0.14,26.9,25.6,11.9,269.54177897574124,1
2890046080021480000,91.4132,-32.6749,15.8,1.0,4.5,1.9,1.5,234.7417840375587,1
5921275427356580000,265.726,-54.6325,16.2,0.6,15.4,6.8,2.7,261.7801047120419,1
5304894603314080000,135.3808,-56.0326,15.2,1.0,10.5,2.6,2.9,137.7410468319559,1
5585756121237780000,111.6148,-38.9307,16.8,0.98,7.9,2.8,3.6,326.797385620915,1
239801841048363000,49.2719,42.9631,15.5,0.42,18.0,8.0,4.0,204.4989775051125,1
6030567707819440000,250.9791,-31.2904,13.8,0.93,10.5,4.0,2.0,155.52099533437016,1
5585775259612390000,112.2736,-38.812,5.4,0.76,,,,190.83969465648855,1
460382496561429000,47.1225,57.9919,15.1,0.3,23.5,9.9,7.2,116.95906432748536,1
6226863415611320000,228.8948,-25.4506,14.5,1.0,8.0,3.1,2.7,97.08737864077669,1
460413145447955000,47.2541,58.2616,15.1,0.87,13.2,3.7,3.1,168.35016835016833,1
239734702119732000,49.3203,42.6268,15.6,0.9,10.1,3.5,2.8,233.1002331002331,1
5983171158822890000,241.7106,-49.8037,14.1,0.12,23.8,40.5,4.7,149.92503748125938,1
5993315807177720000,244.3769,-42.2647,15.0,0.82,13.0,3.9,2.5,171.82130584192439,1
106606590140775000,36.2336,27.4812,15.4,0.24,17.0,7.0,2.3,263.85224274406335,1
5893338383131090000,219.6458,-55.8444,15.7,0.76,11.2,1.6,3.9,233.6448598130841,1
5937568368679590000,251.915,-49.8603,15.6,0.11,15.8,28.5,2.2,319.4888178913738,1
263889903132201000,84.8815,53.0798,17.4,0.14,30.9,16.3,12.0,280.8988764044944,1
263909870437720000,85.1679,53.2662,16.2,0.2,23.5,6.7,6.9,230.94688221709006,1
5995888733102770000,238.0596,-41.0333,16.7,0.84,17.8,4.3,4.9,190.47619047619048,1
5995894402459640000,237.9276,-41.0665,14.2,0.84,13.0,5.2,2.5,122.1001221001221,1
3333483204015660000,86.5905,7.4093,14.2,0.19,22.6,53.7,7.4,176.3668430335097,1
3333534747918650000,85.0869,6.9207,16.3,0.99,4.6,1.7,2.3,305.8103975535168,1
5995888355145610000,238.1554,-41.0164,15.7,1.0,15.6,3.8,5.2,137.5515818431912,1
5995880933442100000,237.9156,-41.1336,15.7,0.14,27.4,24.1,8.3,169.4915254237288,1
1886420524840610000,344.6647,30.9871,16.9,0.31,21.6,6.5,5.6,243.90243902439028,1
1886438735501940000,344.6322,31.1465,17.8,0.29,41.0,9.7,10.1,166.11295681063123,1
4110224161165920000,262.8361,-24.9607,14.9,0.99,4.0,1.8,0.7,325.73289902280135,1
6015390358518110000,238.1256,-32.4038,14.5,0.5,12.7,3.1,2.1,192.3076923076923,1
5553667699011310000,95.0888,-48.4239,15.8,0.46,16.9,5.9,3.5,228.31050228310502,1
2232167178876100000,351.803,74.2917,14.4,0.25,,,,326.797385620915,1
5553825444569930000,94.3509,-48.2342,15.9,0.25,23.3,7.5,6.9,204.91803278688525,1
2232212190133900000,354.8078,74.8855,15.9,0.18,25.2,10.4,6.6,214.13276231263384,1
2232120655790360000,352.0809,74.2969,11.3,1.0,,,,190.83969465648855,1
5553849084070060000,94.4185,-47.9992,13.4,0.99,11.4,4.5,3.2,88.1057268722467,1
4110233369575520000,263.0163,-24.7586,12.8,0.38,,,,275.4820936639118,1
2914015330427860000,88.4114,-26.0144,16.1,0.57,16.9,4.3,3.7,253.1645569620253,1
2321491847111950000,2.8645,-28.2224,17.2,0.16,27.4,23.9,7.9,298.5074626865672,1
6287499351573990000,208.5906,-22.583,15.8,0.14,26.0,36.4,8.6,218.8183807439825,1
661295672186702000,130.0481,19.6532,15.9,0.17,26.1,37.7,7.6,190.11406844106466,1
661137789187132000,130.7848,19.4683,16.3,0.17,29.2,22.1,9.3,187.96992481203006,1
6015397161746730000,238.4336,-32.2097,15.1,0.99,12.3,2.6,4.0,137.5515818431912,1
6015390358513110000,238.1247,-32.4039,14.7,0.9,9.0,2.2,4.2,198.01980198019803,1
6015382490138360000,238.5775,-32.3892,14.3,0.9,14.0,3.7,5.2,112.86681715575621,1
5870224690222880000,203.2329,-58.782,13.9,1.0,5.4,2.7,2.1,120.62726176115804,1
5870224690222880000,203.231,-58.7811,13.7,1.0,,,,121.06537530266344,1
4541698362406150000,257.8264,13.3971,16.8,0.19,20.8,15.5,5.1,330.03300330033005,1
156430577302381000,77.0265,30.4397,14.7,1.0,,,,157.9778830963665,1
3507255003830400000,197.8117,-20.216,15.4,0.15,26.2,33.1,7.6,150.82956259426848,1
5450415757502930000,164.0695,-32.3134,13.6,0.14,,,,295.85798816568047,1
5620138708837400000,113.5582,-20.5292,16.1,1.0,9.3,2.3,3.0,243.90243902439028,1
5934728536316840000,244.2815,-51.886,14.2,1.0,4.8,1.7,1.8,117.2332942555686,1
5620160011876370000,112.6565,-20.7978,16.2,0.16,24.3,9.6,7.0,240.96385542168673,1
3124897743626010000,93.7733,3.1903,15.8,0.78,12.9,4.3,2.8,245.7002457002457,1
5081247512931240000,55.0249,-27.8264,14.0,1.0,7.2,3.4,3.0,113.50737797956866,1
156413470448260000,77.4991,30.6116,14.4,1.0,4.8,1.9,2.1,154.08320493066256,1
156385226743441000,77.1772,30.4491,15.1,1.0,,,,155.27950310559007,1
5107256082529720000,56.9379,-18.3198,16.6,0.21,24.4,21.9,7.2,247.5247524752475,1
2867728742755130000,356.1241,29.347,16.3,0.16,23.4,21.4,5.8,272.47956403269757,1
5920924202110360000,266.5676,-54.2481,16.6,0.14,24.7,73.1,5.2,305.8103975535168,1
3124856099623760000,94.5625,3.0046,15.8,0.13,25.4,24.7,9.6,218.34061135371178,1
